"","LC","T_MAPCODE","NMB","n","km2"
"6322","1","SVl20","4",0,0
"6323","2","SVl20","4",0,0
"6324","3","SVl20","4",0,0
"6325","4","SVl20","4",0,0
"6326","5","SVl20","4",0,0
"6327","6","SVl20","4",0,0
"6328","7","SVl20","4",0,0
"6329","1","SVl21","4",0,0
"6330","2","SVl21","4",0,0
"6331","3","SVl21","4",0,0
"6332","4","SVl21","4",0,0
"6333","5","SVl21","4",0,0
"6334","6","SVl21","4",0,0
"6335","7","SVl21","4",0,0
"6336","1","SVl22","4",0,0
"6337","2","SVl22","4",0,0
"6338","3","SVl22","4",0,0
"6339","4","SVl22","4",0,0
"6340","5","SVl22","4",0,0
"6341","6","SVl22","4",0,0
"6342","7","SVl22","4",0,0
"6343","1","SVl23","4",0,0
"6344","2","SVl23","4",0,0
"6345","3","SVl23","4",0,0
"6346","4","SVl23","4",0,0
"6347","5","SVl23","4",0,0
"6348","6","SVl23","4",0,0
"6349","7","SVl23","4",0,0
"6350","1","SVl24","4",0,0
"6351","2","SVl24","4",0,0
"6352","3","SVl24","4",0,0
"6353","4","SVl24","4",0,0
"6354","5","SVl24","4",0,0
"6355","6","SVl24","4",0,0
"6356","7","SVl24","4",0,0
"6357","1","SVl25","4",0,0
"6358","2","SVl25","4",0,0
"6359","3","SVl25","4",0,0
"6360","4","SVl25","4",0,0
"6361","5","SVl25","4",0,0
"6362","6","SVl25","4",0,0
"6363","7","SVl25","4",0,0
"6364","1","SVl26","4",0,0
"6365","2","SVl26","4",0,0
"6366","3","SVl26","4",0,0
"6367","4","SVl26","4",0,0
"6368","5","SVl26","4",0,0
"6369","6","SVl26","4",0,0
"6370","7","SVl26","4",0,0
"6371","1","SVl27","4",0,0
"6372","2","SVl27","4",0,0
"6373","3","SVl27","4",0,0
"6374","4","SVl27","4",0,0
"6375","5","SVl27","4",0,0
"6376","6","SVl27","4",0,0
"6377","7","SVl27","4",0,0
"6378","1","SVl3","4",0,0
"6379","2","SVl3","4",0,0
"6380","3","SVl3","4",0,0
"6381","4","SVl3","4",0,0
"6382","5","SVl3","4",0,0
"6383","6","SVl3","4",0,0
"6384","7","SVl3","4",0,0
"6385","1","SVl4","4",0,0
"6386","2","SVl4","4",0,0
"6387","3","SVl4","4",0,0
"6388","4","SVl4","4",0,0
"6389","5","SVl4","4",0,0
"6390","6","SVl4","4",0,0
"6391","7","SVl4","4",0,0
"6392","1","SVl5","4",0,0
"6393","2","SVl5","4",0,0
"6394","3","SVl5","4",0,0
"6395","4","SVl5","4",0,0
"6396","5","SVl5","4",0,0
"6397","6","SVl5","4",0,0
"6398","7","SVl5","4",0,0
"6399","1","SVl6","4",0,0
"6400","2","SVl6","4",0,0
"6401","3","SVl6","4",0,0
"6402","4","SVl6","4",0,0
"6403","5","SVl6","4",0,0
"6404","6","SVl6","4",0,0
"6405","7","SVl6","4",0,0
"6406","1","SVl7","4",0,0
"6407","2","SVl7","4",0,0
"6408","3","SVl7","4",0,0
"6409","4","SVl7","4",0,0
"6410","5","SVl7","4",0,0
"6411","6","SVl7","4",0,0
"6412","7","SVl7","4",0,0
"6413","1","SVl8","4",0,0
"6414","2","SVl8","4",0,0
"6415","3","SVl8","4",0,0
"6416","4","SVl8","4",0,0
"6417","5","SVl8","4",0,0
"6418","6","SVl8","4",0,0
"6419","7","SVl8","4",0,0
"6420","1","SVl9","4",0,0
"6421","2","SVl9","4",0,0
"6422","3","SVl9","4",0,0
"6423","4","SVl9","4",0,0
"6424","5","SVl9","4",0,0
"6425","6","SVl9","4",0,0
"6426","7","SVl9","4",0,0
"6427","1","SVmp1","4",0,0
"6428","2","SVmp1","4",0,0
"6429","3","SVmp1","4",0,0
"6430","4","SVmp1","4",0,0
"6431","5","SVmp1","4",0,0
"6432","6","SVmp1","4",0,0
"6433","7","SVmp1","4",0,0
"6434","1","SVmp2","4",0,0
"6435","2","SVmp2","4",0,0
"6436","3","SVmp2","4",0,0
"6437","4","SVmp2","4",0,0
"6438","5","SVmp2","4",0,0
"6439","6","SVmp2","4",0,0
"6440","7","SVmp2","4",0,0
"6441","1","SVmp3","4",0,0
"6442","2","SVmp3","4",0,0
"6443","3","SVmp3","4",0,0
"6444","4","SVmp3","4",0,0
"6445","5","SVmp3","4",0,0
"6446","6","SVmp3","4",0,0
"6447","7","SVmp3","4",0,0
"6448","1","SVmp4","4",0,0
"6449","2","SVmp4","4",0,0
"6450","3","SVmp4","4",0,0
"6451","4","SVmp4","4",0,0
"6452","5","SVmp4","4",0,0
"6453","6","SVmp4","4",0,0
"6454","7","SVmp4","4",0,0
"6455","1","SVmp5","4",0,0
"6456","2","SVmp5","4",0,0
"6457","3","SVmp5","4",0,0
"6458","4","SVmp5","4",0,0
"6459","5","SVmp5","4",0,0
"6460","6","SVmp5","4",0,0
"6461","7","SVmp5","4",0,0
"6462","1","SVmp6","4",0,0
"6463","2","SVmp6","4",0,0
"6464","3","SVmp6","4",0,0
"6465","4","SVmp6","4",0,0
"6466","5","SVmp6","4",0,0
"6467","6","SVmp6","4",0,0
"6468","7","SVmp6","4",0,0
"6469","1","SVmp7","4",0,0
"6470","2","SVmp7","4",0,0
"6471","3","SVmp7","4",0,0
"6472","4","SVmp7","4",0,0
"6473","5","SVmp7","4",0,0
"6474","6","SVmp7","4",0,0
"6475","7","SVmp7","4",0,0
"6476","1","SVmp8","4",0,0
"6477","2","SVmp8","4",0,0
"6478","3","SVmp8","4",0,0
"6479","4","SVmp8","4",0,0
"6480","5","SVmp8","4",0,0
"6481","6","SVmp8","4",0,0
"6482","7","SVmp8","4",0,0
"6483","1","SVs1","4",0,0
"6484","2","SVs1","4",0,0
"6485","3","SVs1","4",0,0
"6486","4","SVs1","4",0,0
"6487","5","SVs1","4",0,0
"6488","6","SVs1","4",0,0
"6489","7","SVs1","4",0,0
"6490","1","SVs2","4",0,0
"6491","2","SVs2","4",0,0
"6492","3","SVs2","4",0,0
"6493","4","SVs2","4",0,0
"6494","5","SVs2","4",0,0
"6495","6","SVs2","4",0,0
"6496","7","SVs2","4",0,0
"6497","1","SVs3","4",0,0
"6498","2","SVs3","4",0,0
"6499","3","SVs3","4",0,0
"6500","4","SVs3","4",0,0
"6501","5","SVs3","4",0,0
"6502","6","SVs3","4",0,0
"6503","7","SVs3","4",0,0
"6504","1","SVs4","4",0,0
"6505","2","SVs4","4",0,0
"6506","3","SVs4","4",0,0
"6507","4","SVs4","4",0,0
"6508","5","SVs4","4",0,0
"6509","6","SVs4","4",0,0
"6510","7","SVs4","4",0,0
"6511","1","SVs5","4",0,0
"6512","2","SVs5","4",0,0
"6513","3","SVs5","4",0,0
"6514","4","SVs5","4",0,0
"6515","5","SVs5","4",0,0
"6516","6","SVs5","4",0,0
"6517","7","SVs5","4",0,0
"6518","1","SVs6","4",0,0
"6519","2","SVs6","4",0,0
"6520","3","SVs6","4",0,0
"6521","4","SVs6","4",0,0
"6522","5","SVs6","4",0,0
"6523","6","SVs6","4",0,0
"6524","7","SVs6","4",0,0
"6525","1","SVs7","4",0,0
"6526","2","SVs7","4",0,0
"6527","3","SVs7","4",0,0
"6528","4","SVs7","4",0,0
"6529","5","SVs7","4",0,0
"6530","6","SVs7","4",0,0
"6531","7","SVs7","4",0,0
"6532","1","SVs8","4",2373,0.9492
"6533","2","SVs8","4",395,0.158
"6534","3","SVs8","4",0,0
"6535","4","SVs8","4",3199,1.2796
"6536","5","SVs8","4",1817,0.7268
"6537","6","SVs8","4",0,0
"6538","7","SVs8","4",42,0.0168
"6539","1","AT15","8",0,0
"6540","2","AT15","8",0,0
"6541","3","AT15","8",0,0
"6542","4","AT15","8",0,0
"6543","5","AT15","8",0,0
"6544","6","AT15","8",0,0
"6545","7","AT15","8",0,0
"6546","1","AT16","8",0,0
"6547","2","AT16","8",0,0
"6548","3","AT16","8",0,0
"6549","4","AT16","8",0,0
"6550","5","AT16","8",0,0
"6551","6","AT16","8",0,0
"6552","7","AT16","8",0,0
"6553","1","AT17","8",0,0
"6554","2","AT17","8",0,0
"6555","3","AT17","8",0,0
"6556","4","AT17","8",0,0
"6557","5","AT17","8",0,0
"6558","6","AT17","8",0,0
"6559","7","AT17","8",0,0
"6560","1","AT18","8",0,0
"6561","2","AT18","8",0,0
"6562","3","AT18","8",0,0
"6563","4","AT18","8",0,0
"6564","5","AT18","8",0,0
"6565","6","AT18","8",0,0
"6566","7","AT18","8",0,0
"6567","1","AT19","8",0,0
"6568","2","AT19","8",0,0
"6569","3","AT19","8",0,0
"6570","4","AT19","8",0,0
"6571","5","AT19","8",0,0
"6572","6","AT19","8",0,0
"6573","7","AT19","8",0,0
"6574","1","AT20","8",6915,2.766
"6575","2","AT20","8",244,0.0976
"6576","3","AT20","8",0,0
"6577","4","AT20","8",741,0.2964
"6578","5","AT20","8",0,0
"6579","6","AT20","8",13,0.0052
"6580","7","AT20","8",0,0
"6581","1","AT21","8",0,0
"6582","2","AT21","8",0,0
"6583","3","AT21","8",0,0
"6584","4","AT21","8",0,0
"6585","5","AT21","8",0,0
"6586","6","AT21","8",0,0
"6587","7","AT21","8",0,0
"6588","1","AT22","8",0,0
"6589","2","AT22","8",0,0
"6590","3","AT22","8",0,0
"6591","4","AT22","8",0,0
"6592","5","AT22","8",0,0
"6593","6","AT22","8",0,0
"6594","7","AT22","8",0,0
"6595","1","AT23","8",0,0
"6596","2","AT23","8",0,0
"6597","3","AT23","8",0,0
"6598","4","AT23","8",0,0
"6599","5","AT23","8",0,0
"6600","6","AT23","8",0,0
"6601","7","AT23","8",0,0
"6602","1","AT24","8",0,0
"6603","2","AT24","8",0,0
"6604","3","AT24","8",0,0
"6605","4","AT24","8",0,0
"6606","5","AT24","8",0,0
"6607","6","AT24","8",0,0
"6608","7","AT24","8",0,0
"6609","1","AT25","8",0,0
"6610","2","AT25","8",0,0
"6611","3","AT25","8",0,0
"6612","4","AT25","8",0,0
"6613","5","AT25","8",0,0
"6614","6","AT25","8",0,0
"6615","7","AT25","8",0,0
"6616","1","AT26","8",0,0
"6617","2","AT26","8",0,0
"6618","3","AT26","8",0,0
"6619","4","AT26","8",0,0
"6620","5","AT26","8",0,0
"6621","6","AT26","8",0,0
"6622","7","AT26","8",0,0
"6623","1","AT27","8",0,0
"6624","2","AT27","8",0,0
"6625","3","AT27","8",0,0
"6626","4","AT27","8",0,0
"6627","5","AT27","8",0,0
"6628","6","AT27","8",0,0
"6629","7","AT27","8",0,0
"6630","1","AT28","8",0,0
"6631","2","AT28","8",0,0
"6632","3","AT28","8",0,0
"6633","4","AT28","8",0,0
"6634","5","AT28","8",0,0
"6635","6","AT28","8",0,0
"6636","7","AT28","8",0,0
"6637","1","AT29","8",0,0
"6638","2","AT29","8",0,0
"6639","3","AT29","8",0,0
"6640","4","AT29","8",0,0
"6641","5","AT29","8",0,0
"6642","6","AT29","8",0,0
"6643","7","AT29","8",0,0
"6644","1","AT30","8",0,0
"6645","2","AT30","8",0,0
"6646","3","AT30","8",0,0
"6647","4","AT30","8",0,0
"6648","5","AT30","8",0,0
"6649","6","AT30","8",0,0
"6650","7","AT30","8",0,0
"6651","1","AT31","8",0,0
"6652","2","AT31","8",0,0
"6653","3","AT31","8",0,0
"6654","4","AT31","8",0,0
"6655","5","AT31","8",0,0
"6656","6","AT31","8",0,0
"6657","7","AT31","8",0,0
"6658","1","AT32","8",0,0
"6659","2","AT32","8",0,0
"6660","3","AT32","8",0,0
"6661","4","AT32","8",0,0
"6662","5","AT32","8",0,0
"6663","6","AT32","8",0,0
"6664","7","AT32","8",0,0
"6665","1","AT33","8",0,0
"6666","2","AT33","8",0,0
"6667","3","AT33","8",0,0
"6668","4","AT33","8",0,0
"6669","5","AT33","8",0,0
"6670","6","AT33","8",0,0
"6671","7","AT33","8",0,0
"6672","1","AT34","8",0,0
"6673","2","AT34","8",0,0
"6674","3","AT34","8",0,0
"6675","4","AT34","8",0,0
"6676","5","AT34","8",0,0
"6677","6","AT34","8",0,0
"6678","7","AT34","8",0,0
"6679","1","AT35","8",0,0
"6680","2","AT35","8",0,0
"6681","3","AT35","8",0,0
"6682","4","AT35","8",0,0
"6683","5","AT35","8",0,0
"6684","6","AT35","8",0,0
"6685","7","AT35","8",0,0
"6686","1","AT36","8",0,0
"6687","2","AT36","8",0,0
"6688","3","AT36","8",0,0
"6689","4","AT36","8",0,0
"6690","5","AT36","8",0,0
"6691","6","AT36","8",0,0
"6692","7","AT36","8",0,0
"6693","1","AT37","8",0,0
"6694","2","AT37","8",0,0
"6695","3","AT37","8",0,0
"6696","4","AT37","8",0,0
"6697","5","AT37","8",0,0
"6698","6","AT37","8",0,0
"6699","7","AT37","8",0,0
"6700","1","AT38","8",0,0
"6701","2","AT38","8",0,0
"6702","3","AT38","8",0,0
"6703","4","AT38","8",0,0
"6704","5","AT38","8",0,0
"6705","6","AT38","8",0,0
"6706","7","AT38","8",0,0
"6707","1","AT39","8",970,0.388
"6708","2","AT39","8",21,0.0084
"6709","3","AT39","8",0,0
"6710","4","AT39","8",45,0.018
"6711","5","AT39","8",0,0
"6712","6","AT39","8",0,0
"6713","7","AT39","8",0,0
"6714","1","AT40","8",0,0
"6715","2","AT40","8",0,0
"6716","3","AT40","8",0,0
"6717","4","AT40","8",0,0
"6718","5","AT40","8",0,0
"6719","6","AT40","8",0,0
"6720","7","AT40","8",0,0
"6721","1","AT41","8",20,0.008
"6722","2","AT41","8",0,0
"6723","3","AT41","8",0,0
"6724","4","AT41","8",0,0
"6725","5","AT41","8",0,0
"6726","6","AT41","8",0,0
"6727","7","AT41","8",0,0
"6728","1","AT42","8",0,0
"6729","2","AT42","8",0,0
"6730","3","AT42","8",0,0
"6731","4","AT42","8",0,0
"6732","5","AT42","8",0,0
"6733","6","AT42","8",0,0
"6734","7","AT42","8",0,0
"6735","1","AT43","8",0,0
"6736","2","AT43","8",0,0
"6737","3","AT43","8",0,0
"6738","4","AT43","8",0,0
"6739","5","AT43","8",0,0
"6740","6","AT43","8",0,0
"6741","7","AT43","8",0,0
"6742","1","AT44","8",1784,0.7136
"6743","2","AT44","8",257,0.1028
"6744","3","AT44","8",7,0.0028
"6745","4","AT44","8",70,0.028
"6746","5","AT44","8",89,0.0356
"6747","6","AT44","8",0,0
"6748","7","AT44","8",7,0.0028
"6749","1","AT45","8",0,0
"6750","2","AT45","8",0,0
"6751","3","AT45","8",0,0
"6752","4","AT45","8",0,0
"6753","5","AT45","8",0,0
"6754","6","AT45","8",0,0
"6755","7","AT45","8",0,0
"6756","1","AT46","8",0,0
"6757","2","AT46","8",0,0
"6758","3","AT46","8",0,0
"6759","4","AT46","8",0,0
"6760","5","AT46","8",0,0
"6761","6","AT46","8",0,0
"6762","7","AT46","8",0,0
"6763","1","AT47","8",0,0
"6764","2","AT47","8",0,0
"6765","3","AT47","8",0,0
"6766","4","AT47","8",0,0
"6767","5","AT47","8",0,0
"6768","6","AT47","8",0,0
"6769","7","AT47","8",0,0
"6770","1","AT48","8",499,0.1996
"6771","2","AT48","8",67,0.0268
"6772","3","AT48","8",0,0
"6773","4","AT48","8",245,0.098
"6774","5","AT48","8",0,0
"6775","6","AT48","8",0,0
"6776","7","AT48","8",0,0
"6777","1","AT49","8",0,0
"6778","2","AT49","8",0,0
"6779","3","AT49","8",0,0
"6780","4","AT49","8",0,0
"6781","5","AT49","8",0,0
"6782","6","AT49","8",0,0
"6783","7","AT49","8",0,0
"6784","1","AT50","8",1540,0.616
"6785","2","AT50","8",190,0.076
"6786","3","AT50","8",0,0
"6787","4","AT50","8",1,0.0004
"6788","5","AT50","8",21,0.0084
"6789","6","AT50","8",0,0
"6790","7","AT50","8",0,0
"6791","1","AT51","8",2893,1.1572
"6792","2","AT51","8",89,0.0356
"6793","3","AT51","8",1,0.0004
"6794","4","AT51","8",63,0.0252
"6795","5","AT51","8",15,0.006
"6796","6","AT51","8",4,0.0016
"6797","7","AT51","8",0,0
"6798","1","AT52","8",0,0
"6799","2","AT52","8",0,0
"6800","3","AT52","8",0,0
"6801","4","AT52","8",0,0
"6802","5","AT52","8",0,0
"6803","6","AT52","8",0,0
"6804","7","AT52","8",0,0
"6805","1","AT53","8",0,0
"6806","2","AT53","8",0,0
"6807","3","AT53","8",0,0
"6808","4","AT53","8",0,0
"6809","5","AT53","8",0,0
"6810","6","AT53","8",0,0
"6811","7","AT53","8",0,0
"6812","1","AT54","8",87,0.0348
"6813","2","AT54","8",0,0
"6814","3","AT54","8",0,0
"6815","4","AT54","8",0,0
"6816","5","AT54","8",0,0
"6817","6","AT54","8",0,0
"6818","7","AT54","8",0,0
"6819","1","AT55","8",0,0
"6820","2","AT55","8",0,0
"6821","3","AT55","8",0,0
"6822","4","AT55","8",0,0
"6823","5","AT55","8",0,0
"6824","6","AT55","8",0,0
"6825","7","AT55","8",0,0
"6826","1","AT56","8",0,0
"6827","2","AT56","8",0,0
"6828","3","AT56","8",0,0
"6829","4","AT56","8",0,0
"6830","5","AT56","8",0,0
"6831","6","AT56","8",0,0
"6832","7","AT56","8",0,0
"6833","1","AT57","8",43448,17.3792
"6834","2","AT57","8",1087,0.4348
"6835","3","AT57","8",0,0
"6836","4","AT57","8",153,0.0612
"6837","5","AT57","8",428,0.1712
"6838","6","AT57","8",0,0
"6839","7","AT57","8",259,0.1036
"6840","1","AT58","8",0,0
"6841","2","AT58","8",0,0
"6842","3","AT58","8",0,0
"6843","4","AT58","8",0,0
"6844","5","AT58","8",0,0
"6845","6","AT58","8",0,0
"6846","7","AT58","8",0,0
"6847","1","AZa1","8",0,0
"6848","2","AZa1","8",0,0
"6849","3","AZa1","8",0,0
"6850","4","AZa1","8",0,0
"6851","5","AZa1","8",0,0
"6852","6","AZa1","8",0,0
"6853","7","AZa1","8",0,0
"6854","1","AZa2","8",0,0
"6855","2","AZa2","8",0,0
"6856","3","AZa2","8",0,0
"6857","4","AZa2","8",0,0
"6858","5","AZa2","8",0,0
"6859","6","AZa2","8",0,0
"6860","7","AZa2","8",0,0
"6861","1","AZa3","8",0,0
"6862","2","AZa3","8",0,0
"6863","3","AZa3","8",0,0
"6864","4","AZa3","8",0,0
"6865","5","AZa3","8",0,0
"6866","6","AZa3","8",0,0
"6867","7","AZa3","8",0,0
"6868","1","AZa4","8",0,0
"6869","2","AZa4","8",0,0
"6870","3","AZa4","8",0,0
"6871","4","AZa4","8",0,0
"6872","5","AZa4","8",0,0
"6873","6","AZa4","8",0,0
"6874","7","AZa4","8",0,0
"6875","1","AZa5","8",0,0
"6876","2","AZa5","8",0,0
"6877","3","AZa5","8",0,0
"6878","4","AZa5","8",0,0
"6879","5","AZa5","8",0,0
"6880","6","AZa5","8",0,0
"6881","7","AZa5","8",0,0
"6882","1","AZa6","8",3272,1.3088
"6883","2","AZa6","8",421,0.1684
"6884","3","AZa6","8",79,0.0316
"6885","4","AZa6","8",666,0.2664
"6886","5","AZa6","8",57,0.0228
"6887","6","AZa6","8",14,0.0056
"6888","7","AZa6","8",0,0
"6889","1","AZa7","8",0,0
"6890","2","AZa7","8",0,0
"6891","3","AZa7","8",0,0
"6892","4","AZa7","8",0,0
"6893","5","AZa7","8",0,0
"6894","6","AZa7","8",0,0
"6895","7","AZa7","8",0,0
"6896","1","AZd1","8",0,0
"6897","2","AZd1","8",0,0
"6898","3","AZd1","8",0,0
"6899","4","AZd1","8",0,0
"6900","5","AZd1","8",0,0
"6901","6","AZd1","8",0,0
"6902","7","AZd1","8",0,0
"6903","1","AZd2","8",0,0
"6904","2","AZd2","8",0,0
"6905","3","AZd2","8",0,0
"6906","4","AZd2","8",0,0
"6907","5","AZd2","8",0,0
"6908","6","AZd2","8",0,0
"6909","7","AZd2","8",0,0
"6910","1","AZd3","8",1454,0.5816
"6911","2","AZd3","8",31,0.0124
"6912","3","AZd3","8",0,0
"6913","4","AZd3","8",7,0.0028
"6914","5","AZd3","8",0,0
"6915","6","AZd3","8",0,0
"6916","7","AZd3","8",0,0
"6917","1","AZd4","8",0,0
"6918","2","AZd4","8",0,0
"6919","3","AZd4","8",0,0
"6920","4","AZd4","8",0,0
"6921","5","AZd4","8",0,0
"6922","6","AZd4","8",0,0
"6923","7","AZd4","8",0,0
"6924","1","AZi1","8",0,0
"6925","2","AZi1","8",0,0
"6926","3","AZi1","8",0,0
"6927","4","AZi1","8",0,0
"6928","5","AZi1","8",0,0
"6929","6","AZi1","8",0,0
"6930","7","AZi1","8",0,0
"6931","1","AZi3","8",0,0
"6932","2","AZi3","8",0,0
"6933","3","AZi3","8",0,0
"6934","4","AZi3","8",0,0
"6935","5","AZi3","8",0,0
"6936","6","AZi3","8",0,0
"6937","7","AZi3","8",0,0
"6938","1","AZi5","8",0,0
"6939","2","AZi5","8",0,0
"6940","3","AZi5","8",0,0
"6941","4","AZi5","8",0,0
"6942","5","AZi5","8",0,0
"6943","6","AZi5","8",0,0
"6944","7","AZi5","8",0,0
"6945","1","AZi6","8",0,0
"6946","2","AZi6","8",0,0
"6947","3","AZi6","8",0,0
"6948","4","AZi6","8",0,0
"6949","5","AZi6","8",0,0
"6950","6","AZi6","8",0,0
"6951","7","AZi6","8",0,0
"6952","1","AZi7","8",0,0
"6953","2","AZi7","8",0,0
"6954","3","AZi7","8",0,0
"6955","4","AZi7","8",0,0
"6956","5","AZi7","8",0,0
"6957","6","AZi7","8",0,0
"6958","7","AZi7","8",0,0
"6959","1","AZi8","8",0,0
"6960","2","AZi8","8",0,0
"6961","3","AZi8","8",0,0
"6962","4","AZi8","8",0,0
"6963","5","AZi8","8",0,0
"6964","6","AZi8","8",0,0
"6965","7","AZi8","8",0,0
"6966","1","AZs3","8",0,0
"6967","2","AZs3","8",0,0
"6968","3","AZs3","8",0,0
"6969","4","AZs3","8",0,0
"6970","5","AZs3","8",0,0
"6971","6","AZs3","8",0,0
"6972","7","AZs3","8",0,0
"6973","1","CB1","8",0,0
"6974","2","CB1","8",0,0
"6975","3","CB1","8",0,0
"6976","4","CB1","8",0,0
"6977","5","CB1","8",0,0
"6978","6","CB1","8",0,0
"6979","7","CB1","8",0,0
"6980","1","CB2","8",0,0
"6981","2","CB2","8",0,0
"6982","3","CB2","8",0,0
"6983","4","CB2","8",0,0
"6984","5","CB2","8",0,0
"6985","6","CB2","8",0,0
"6986","7","CB2","8",0,0
"6987","1","CB3","8",0,0
"6988","2","CB3","8",0,0
"6989","3","CB3","8",0,0
"6990","4","CB3","8",0,0
"6991","5","CB3","8",0,0
"6992","6","CB3","8",0,0
"6993","7","CB3","8",0,0
"6994","1","CB4","8",0,0
"6995","2","CB4","8",0,0
"6996","3","CB4","8",0,0
"6997","4","CB4","8",0,0
"6998","5","CB4","8",0,0
"6999","6","CB4","8",0,0
"7000","7","CB4","8",0,0
"7001","1","CB5","8",0,0
"7002","2","CB5","8",0,0
"7003","3","CB5","8",0,0
"7004","4","CB5","8",0,0
"7005","5","CB5","8",0,0
"7006","6","CB5","8",0,0
"7007","7","CB5","8",0,0
"7008","1","CB6","8",0,0
"7009","2","CB6","8",0,0
"7010","3","CB6","8",0,0
"7011","4","CB6","8",0,0
"7012","5","CB6","8",0,0
"7013","6","CB6","8",0,0
"7014","7","CB6","8",0,0
"7015","1","Dg1","8",0,0
"7016","2","Dg1","8",0,0
"7017","3","Dg1","8",0,0
"7018","4","Dg1","8",0,0
"7019","5","Dg1","8",0,0
"7020","6","Dg1","8",0,0
"7021","7","Dg1","8",0,0
"7022","1","Dg10","8",0,0
"7023","2","Dg10","8",0,0
"7024","3","Dg10","8",0,0
"7025","4","Dg10","8",0,0
"7026","5","Dg10","8",0,0
"7027","6","Dg10","8",0,0
"7028","7","Dg10","8",0,0
"7029","1","Dg2","8",0,0
"7030","2","Dg2","8",0,0
"7031","3","Dg2","8",0,0
"7032","4","Dg2","8",0,0
"7033","5","Dg2","8",0,0
"7034","6","Dg2","8",0,0
"7035","7","Dg2","8",0,0
"7036","1","Dg3","8",0,0
"7037","2","Dg3","8",0,0
"7038","3","Dg3","8",0,0
"7039","4","Dg3","8",0,0
"7040","5","Dg3","8",0,0
"7041","6","Dg3","8",0,0
"7042","7","Dg3","8",0,0
"7043","1","Dg4","8",0,0
"7044","2","Dg4","8",0,0
"7045","3","Dg4","8",0,0
"7046","4","Dg4","8",0,0
"7047","5","Dg4","8",0,0
"7048","6","Dg4","8",0,0
"7049","7","Dg4","8",0,0
"7050","1","Dg5","8",0,0
"7051","2","Dg5","8",0,0
"7052","3","Dg5","8",0,0
"7053","4","Dg5","8",0,0
"7054","5","Dg5","8",0,0
"7055","6","Dg5","8",0,0
"7056","7","Dg5","8",0,0
"7057","1","Dg6","8",0,0
"7058","2","Dg6","8",0,0
"7059","3","Dg6","8",0,0
"7060","4","Dg6","8",0,0
"7061","5","Dg6","8",0,0
"7062","6","Dg6","8",0,0
"7063","7","Dg6","8",0,0
"7064","1","Dg7","8",0,0
"7065","2","Dg7","8",0,0
"7066","3","Dg7","8",0,0
"7067","4","Dg7","8",0,0
"7068","5","Dg7","8",0,0
"7069","6","Dg7","8",0,0
"7070","7","Dg7","8",0,0
"7071","1","Dg8","8",0,0
"7072","2","Dg8","8",0,0
"7073","3","Dg8","8",0,0
"7074","4","Dg8","8",0,0
"7075","5","Dg8","8",0,0
"7076","6","Dg8","8",0,0
"7077","7","Dg8","8",0,0
"7078","1","Dg9","8",0,0
"7079","2","Dg9","8",0,0
"7080","3","Dg9","8",0,0
"7081","4","Dg9","8",0,0
"7082","5","Dg9","8",0,0
"7083","6","Dg9","8",0,0
"7084","7","Dg9","8",0,0
"7085","1","Dn1","8",0,0
"7086","2","Dn1","8",0,0
"7087","3","Dn1","8",0,0
"7088","4","Dn1","8",0,0
"7089","5","Dn1","8",0,0
"7090","6","Dn1","8",0,0
"7091","7","Dn1","8",0,0
"7092","1","Dn2","8",0,0
"7093","2","Dn2","8",0,0
"7094","3","Dn2","8",0,0
"7095","4","Dn2","8",0,0
"7096","5","Dn2","8",0,0
"7097","6","Dn2","8",0,0
"7098","7","Dn2","8",0,0
"7099","1","Dn3","8",0,0
"7100","2","Dn3","8",0,0
"7101","3","Dn3","8",0,0
"7102","4","Dn3","8",0,0
"7103","5","Dn3","8",0,0
"7104","6","Dn3","8",0,0
"7105","7","Dn3","8",0,0
"7106","1","Dn4","8",0,0
"7107","2","Dn4","8",0,0
"7108","3","Dn4","8",0,0
"7109","4","Dn4","8",0,0
"7110","5","Dn4","8",0,0
"7111","6","Dn4","8",0,0
"7112","7","Dn4","8",0,0
"7113","1","Dn5","8",0,0
"7114","2","Dn5","8",0,0
"7115","3","Dn5","8",0,0
"7116","4","Dn5","8",0,0
"7117","5","Dn5","8",0,0
"7118","6","Dn5","8",0,0
"7119","7","Dn5","8",0,0
"7120","1","FFa1","8",0,0
"7121","2","FFa1","8",0,0
"7122","3","FFa1","8",0,0
"7123","4","FFa1","8",0,0
"7124","5","FFa1","8",0,0
"7125","6","FFa1","8",0,0
"7126","7","FFa1","8",0,0
"7127","1","FFa2","8",0,0
"7128","2","FFa2","8",0,0
"7129","3","FFa2","8",0,0
"7130","4","FFa2","8",0,0
"7131","5","FFa2","8",0,0
"7132","6","FFa2","8",0,0
"7133","7","FFa2","8",0,0
"7134","1","FFa3","8",0,0
"7135","2","FFa3","8",0,0
"7136","3","FFa3","8",0,0
"7137","4","FFa3","8",0,0
"7138","5","FFa3","8",0,0
"7139","6","FFa3","8",0,0
"7140","7","FFa3","8",0,0
"7141","1","FFa4","8",0,0
"7142","2","FFa4","8",0,0
"7143","3","FFa4","8",0,0
"7144","4","FFa4","8",0,0
"7145","5","FFa4","8",0,0
"7146","6","FFa4","8",0,0
"7147","7","FFa4","8",0,0
"7148","1","FFb1","8",0,0
"7149","2","FFb1","8",0,0
"7150","3","FFb1","8",0,0
"7151","4","FFb1","8",0,0
"7152","5","FFb1","8",0,0
