"","nlc2022_7class","T_MAPCODE","PROVINCE","n"
"25985","1","SVmp1","North West",0
"25986","2","SVmp1","North West",0
"25987","3","SVmp1","North West",0
"25988","4","SVmp1","North West",0
"25989","5","SVmp1","North West",0
"25990","6","SVmp1","North West",0
"25991","7","SVmp1","North West",0
"25992","1","SVmp2","North West",0
"25993","2","SVmp2","North West",0
"25994","3","SVmp2","North West",0
"25995","4","SVmp2","North West",0
"25996","5","SVmp2","North West",0
"25997","6","SVmp2","North West",0
"25998","7","SVmp2","North West",0
"25999","1","SVmp3","North West",0
"26000","2","SVmp3","North West",0
"26001","3","SVmp3","North West",0
"26002","4","SVmp3","North West",0
"26003","5","SVmp3","North West",0
"26004","6","SVmp3","North West",0
"26005","7","SVmp3","North West",0
"26006","1","SVmp4","North West",0
"26007","2","SVmp4","North West",0
"26008","3","SVmp4","North West",0
"26009","4","SVmp4","North West",0
"26010","5","SVmp4","North West",0
"26011","6","SVmp4","North West",0
"26012","7","SVmp4","North West",0
"26013","1","SVmp5","North West",0
"26014","2","SVmp5","North West",0
"26015","3","SVmp5","North West",0
"26016","4","SVmp5","North West",0
"26017","5","SVmp5","North West",0
"26018","6","SVmp5","North West",0
"26019","7","SVmp5","North West",0
"26020","1","SVmp6","North West",0
"26021","2","SVmp6","North West",0
"26022","3","SVmp6","North West",0
"26023","4","SVmp6","North West",0
"26024","5","SVmp6","North West",0
"26025","6","SVmp6","North West",0
"26026","7","SVmp6","North West",0
"26027","1","SVmp7","North West",0
"26028","2","SVmp7","North West",0
"26029","3","SVmp7","North West",0
"26030","4","SVmp7","North West",0
"26031","5","SVmp7","North West",0
"26032","6","SVmp7","North West",0
"26033","7","SVmp7","North West",0
"26034","1","SVmp8","North West",0
"26035","2","SVmp8","North West",0
"26036","3","SVmp8","North West",0
"26037","4","SVmp8","North West",0
"26038","5","SVmp8","North West",0
"26039","6","SVmp8","North West",0
"26040","7","SVmp8","North West",0
"26041","1","SVs1","North West",0
"26042","2","SVs1","North West",0
"26043","3","SVs1","North West",0
"26044","4","SVs1","North West",0
"26045","5","SVs1","North West",0
"26046","6","SVs1","North West",0
"26047","7","SVs1","North West",0
"26048","1","SVs2","North West",0
"26049","2","SVs2","North West",0
"26050","3","SVs2","North West",0
"26051","4","SVs2","North West",0
"26052","5","SVs2","North West",0
"26053","6","SVs2","North West",0
"26054","7","SVs2","North West",0
"26055","1","SVs3","North West",0
"26056","2","SVs3","North West",0
"26057","3","SVs3","North West",0
"26058","4","SVs3","North West",0
"26059","5","SVs3","North West",0
"26060","6","SVs3","North West",0
"26061","7","SVs3","North West",0
"26062","1","SVs4","North West",0
"26063","2","SVs4","North West",0
"26064","3","SVs4","North West",0
"26065","4","SVs4","North West",0
"26066","5","SVs4","North West",0
"26067","6","SVs4","North West",0
"26068","7","SVs4","North West",0
"26069","1","SVs5","North West",0
"26070","2","SVs5","North West",0
"26071","3","SVs5","North West",0
"26072","4","SVs5","North West",0
"26073","5","SVs5","North West",0
"26074","6","SVs5","North West",0
"26075","7","SVs5","North West",0
"26076","1","SVs6","North West",0
"26077","2","SVs6","North West",0
"26078","3","SVs6","North West",0
"26079","4","SVs6","North West",0
"26080","5","SVs6","North West",0
"26081","6","SVs6","North West",0
"26082","7","SVs6","North West",0
"26083","1","SVs7","North West",0
"26084","2","SVs7","North West",0
"26085","3","SVs7","North West",0
"26086","4","SVs7","North West",0
"26087","5","SVs7","North West",0
"26088","6","SVs7","North West",0
"26089","7","SVs7","North West",0
"26090","1","SVs8","North West",0
"26091","2","SVs8","North West",0
"26092","3","SVs8","North West",0
"26093","4","SVs8","North West",0
"26094","5","SVs8","North West",0
"26095","6","SVs8","North West",0
"26096","7","SVs8","North West",0
"26097","1","AT15","Northern Cape",0
"26098","2","AT15","Northern Cape",0
"26099","3","AT15","Northern Cape",0
"26100","4","AT15","Northern Cape",0
"26101","5","AT15","Northern Cape",0
"26102","6","AT15","Northern Cape",0
"26103","7","AT15","Northern Cape",0
"26104","1","AT16","Northern Cape",0
"26105","2","AT16","Northern Cape",0
"26106","3","AT16","Northern Cape",0
"26107","4","AT16","Northern Cape",0
"26108","5","AT16","Northern Cape",0
"26109","6","AT16","Northern Cape",0
"26110","7","AT16","Northern Cape",0
"26111","1","AT17","Northern Cape",0
"26112","2","AT17","Northern Cape",0
"26113","3","AT17","Northern Cape",0
"26114","4","AT17","Northern Cape",0
"26115","5","AT17","Northern Cape",0
"26116","6","AT17","Northern Cape",0
"26117","7","AT17","Northern Cape",0
"26118","1","AT18","Northern Cape",0
"26119","2","AT18","Northern Cape",0
"26120","3","AT18","Northern Cape",0
"26121","4","AT18","Northern Cape",0
"26122","5","AT18","Northern Cape",0
"26123","6","AT18","Northern Cape",0
"26124","7","AT18","Northern Cape",0
"26125","1","AT19","Northern Cape",0
"26126","2","AT19","Northern Cape",0
"26127","3","AT19","Northern Cape",0
"26128","4","AT19","Northern Cape",0
"26129","5","AT19","Northern Cape",0
"26130","6","AT19","Northern Cape",0
"26131","7","AT19","Northern Cape",0
"26132","1","AT20","Northern Cape",0
"26133","2","AT20","Northern Cape",0
"26134","3","AT20","Northern Cape",0
"26135","4","AT20","Northern Cape",0
"26136","5","AT20","Northern Cape",0
"26137","6","AT20","Northern Cape",0
"26138","7","AT20","Northern Cape",0
"26139","1","AT21","Northern Cape",0
"26140","2","AT21","Northern Cape",0
"26141","3","AT21","Northern Cape",0
"26142","4","AT21","Northern Cape",0
"26143","5","AT21","Northern Cape",0
"26144","6","AT21","Northern Cape",0
"26145","7","AT21","Northern Cape",0
"26146","1","AT22","Northern Cape",0
"26147","2","AT22","Northern Cape",0
"26148","3","AT22","Northern Cape",0
"26149","4","AT22","Northern Cape",0
"26150","5","AT22","Northern Cape",0
"26151","6","AT22","Northern Cape",0
"26152","7","AT22","Northern Cape",0
"26153","1","AT23","Northern Cape",0
"26154","2","AT23","Northern Cape",0
"26155","3","AT23","Northern Cape",0
"26156","4","AT23","Northern Cape",0
"26157","5","AT23","Northern Cape",0
"26158","6","AT23","Northern Cape",0
"26159","7","AT23","Northern Cape",0
"26160","1","AT24","Northern Cape",0
"26161","2","AT24","Northern Cape",0
"26162","3","AT24","Northern Cape",0
"26163","4","AT24","Northern Cape",0
"26164","5","AT24","Northern Cape",0
"26165","6","AT24","Northern Cape",0
"26166","7","AT24","Northern Cape",0
"26167","1","AT25","Northern Cape",0
"26168","2","AT25","Northern Cape",0
"26169","3","AT25","Northern Cape",0
"26170","4","AT25","Northern Cape",0
"26171","5","AT25","Northern Cape",0
"26172","6","AT25","Northern Cape",0
"26173","7","AT25","Northern Cape",0
"26174","1","AT26","Northern Cape",0
"26175","2","AT26","Northern Cape",0
"26176","3","AT26","Northern Cape",0
"26177","4","AT26","Northern Cape",0
"26178","5","AT26","Northern Cape",0
"26179","6","AT26","Northern Cape",0
"26180","7","AT26","Northern Cape",0
"26181","1","AT27","Northern Cape",0
"26182","2","AT27","Northern Cape",0
"26183","3","AT27","Northern Cape",0
"26184","4","AT27","Northern Cape",0
"26185","5","AT27","Northern Cape",0
"26186","6","AT27","Northern Cape",0
"26187","7","AT27","Northern Cape",0
"26188","1","AT28","Northern Cape",0
"26189","2","AT28","Northern Cape",0
"26190","3","AT28","Northern Cape",0
"26191","4","AT28","Northern Cape",0
"26192","5","AT28","Northern Cape",0
"26193","6","AT28","Northern Cape",0
"26194","7","AT28","Northern Cape",0
"26195","1","AT29","Northern Cape",0
"26196","2","AT29","Northern Cape",0
"26197","3","AT29","Northern Cape",0
"26198","4","AT29","Northern Cape",0
"26199","5","AT29","Northern Cape",0
"26200","6","AT29","Northern Cape",0
"26201","7","AT29","Northern Cape",0
"26202","1","AT30","Northern Cape",0
"26203","2","AT30","Northern Cape",0
"26204","3","AT30","Northern Cape",0
"26205","4","AT30","Northern Cape",0
"26206","5","AT30","Northern Cape",0
"26207","6","AT30","Northern Cape",0
"26208","7","AT30","Northern Cape",0
"26209","1","AT31","Northern Cape",0
"26210","2","AT31","Northern Cape",0
"26211","3","AT31","Northern Cape",0
"26212","4","AT31","Northern Cape",0
"26213","5","AT31","Northern Cape",0
"26214","6","AT31","Northern Cape",0
"26215","7","AT31","Northern Cape",0
"26216","1","AT32","Northern Cape",0
"26217","2","AT32","Northern Cape",0
"26218","3","AT32","Northern Cape",0
"26219","4","AT32","Northern Cape",0
"26220","5","AT32","Northern Cape",0
"26221","6","AT32","Northern Cape",0
"26222","7","AT32","Northern Cape",0
"26223","1","AT33","Northern Cape",0
"26224","2","AT33","Northern Cape",0
"26225","3","AT33","Northern Cape",0
"26226","4","AT33","Northern Cape",0
"26227","5","AT33","Northern Cape",0
"26228","6","AT33","Northern Cape",0
"26229","7","AT33","Northern Cape",0
"26230","1","AT34","Northern Cape",0
"26231","2","AT34","Northern Cape",0
"26232","3","AT34","Northern Cape",0
"26233","4","AT34","Northern Cape",0
"26234","5","AT34","Northern Cape",0
"26235","6","AT34","Northern Cape",0
"26236","7","AT34","Northern Cape",0
"26237","1","AT35","Northern Cape",0
"26238","2","AT35","Northern Cape",0
"26239","3","AT35","Northern Cape",0
"26240","4","AT35","Northern Cape",0
"26241","5","AT35","Northern Cape",0
"26242","6","AT35","Northern Cape",0
"26243","7","AT35","Northern Cape",0
"26244","1","AT36","Northern Cape",0
"26245","2","AT36","Northern Cape",0
"26246","3","AT36","Northern Cape",0
"26247","4","AT36","Northern Cape",0
"26248","5","AT36","Northern Cape",0
"26249","6","AT36","Northern Cape",0
"26250","7","AT36","Northern Cape",0
"26251","1","AT37","Northern Cape",0
"26252","2","AT37","Northern Cape",0
"26253","3","AT37","Northern Cape",0
"26254","4","AT37","Northern Cape",0
"26255","5","AT37","Northern Cape",0
"26256","6","AT37","Northern Cape",0
"26257","7","AT37","Northern Cape",0
"26258","1","AT38","Northern Cape",0
"26259","2","AT38","Northern Cape",0
"26260","3","AT38","Northern Cape",0
"26261","4","AT38","Northern Cape",0
"26262","5","AT38","Northern Cape",0
"26263","6","AT38","Northern Cape",0
"26264","7","AT38","Northern Cape",0
"26265","1","AT39","Northern Cape",0
"26266","2","AT39","Northern Cape",0
"26267","3","AT39","Northern Cape",0
"26268","4","AT39","Northern Cape",0
"26269","5","AT39","Northern Cape",0
"26270","6","AT39","Northern Cape",0
"26271","7","AT39","Northern Cape",0
"26272","1","AT40","Northern Cape",0
"26273","2","AT40","Northern Cape",0
"26274","3","AT40","Northern Cape",0
"26275","4","AT40","Northern Cape",0
"26276","5","AT40","Northern Cape",0
"26277","6","AT40","Northern Cape",0
"26278","7","AT40","Northern Cape",0
"26279","1","AT41","Northern Cape",0
"26280","2","AT41","Northern Cape",0
"26281","3","AT41","Northern Cape",0
"26282","4","AT41","Northern Cape",0
"26283","5","AT41","Northern Cape",0
"26284","6","AT41","Northern Cape",0
"26285","7","AT41","Northern Cape",0
"26286","1","AT42","Northern Cape",0
"26287","2","AT42","Northern Cape",0
"26288","3","AT42","Northern Cape",0
"26289","4","AT42","Northern Cape",0
"26290","5","AT42","Northern Cape",0
"26291","6","AT42","Northern Cape",0
"26292","7","AT42","Northern Cape",0
"26293","1","AT43","Northern Cape",0
"26294","2","AT43","Northern Cape",0
"26295","3","AT43","Northern Cape",0
"26296","4","AT43","Northern Cape",0
"26297","5","AT43","Northern Cape",0
"26298","6","AT43","Northern Cape",0
"26299","7","AT43","Northern Cape",0
"26300","1","AT44","Northern Cape",0
"26301","2","AT44","Northern Cape",0
"26302","3","AT44","Northern Cape",0
"26303","4","AT44","Northern Cape",0
"26304","5","AT44","Northern Cape",0
"26305","6","AT44","Northern Cape",0
"26306","7","AT44","Northern Cape",0
"26307","1","AT45","Northern Cape",0
"26308","2","AT45","Northern Cape",0
"26309","3","AT45","Northern Cape",0
"26310","4","AT45","Northern Cape",0
"26311","5","AT45","Northern Cape",0
"26312","6","AT45","Northern Cape",0
"26313","7","AT45","Northern Cape",0
"26314","1","AT46","Northern Cape",0
"26315","2","AT46","Northern Cape",0
"26316","3","AT46","Northern Cape",0
"26317","4","AT46","Northern Cape",0
"26318","5","AT46","Northern Cape",0
"26319","6","AT46","Northern Cape",0
"26320","7","AT46","Northern Cape",0
"26321","1","AT47","Northern Cape",0
"26322","2","AT47","Northern Cape",0
"26323","3","AT47","Northern Cape",0
"26324","4","AT47","Northern Cape",0
"26325","5","AT47","Northern Cape",0
"26326","6","AT47","Northern Cape",0
"26327","7","AT47","Northern Cape",0
"26328","1","AT48","Northern Cape",0
"26329","2","AT48","Northern Cape",0
"26330","3","AT48","Northern Cape",0
"26331","4","AT48","Northern Cape",0
"26332","5","AT48","Northern Cape",0
"26333","6","AT48","Northern Cape",0
"26334","7","AT48","Northern Cape",0
"26335","1","AT49","Northern Cape",0
"26336","2","AT49","Northern Cape",0
"26337","3","AT49","Northern Cape",0
"26338","4","AT49","Northern Cape",0
"26339","5","AT49","Northern Cape",0
"26340","6","AT49","Northern Cape",0
"26341","7","AT49","Northern Cape",0
"26342","1","AT50","Northern Cape",0
"26343","2","AT50","Northern Cape",0
"26344","3","AT50","Northern Cape",0
"26345","4","AT50","Northern Cape",0
"26346","5","AT50","Northern Cape",0
"26347","6","AT50","Northern Cape",0
"26348","7","AT50","Northern Cape",0
"26349","1","AT51","Northern Cape",0
"26350","2","AT51","Northern Cape",0
"26351","3","AT51","Northern Cape",0
"26352","4","AT51","Northern Cape",0
"26353","5","AT51","Northern Cape",0
"26354","6","AT51","Northern Cape",0
"26355","7","AT51","Northern Cape",0
"26356","1","AT52","Northern Cape",0
"26357","2","AT52","Northern Cape",0
"26358","3","AT52","Northern Cape",0
"26359","4","AT52","Northern Cape",0
"26360","5","AT52","Northern Cape",0
"26361","6","AT52","Northern Cape",0
"26362","7","AT52","Northern Cape",0
"26363","1","AT53","Northern Cape",0
"26364","2","AT53","Northern Cape",0
"26365","3","AT53","Northern Cape",0
"26366","4","AT53","Northern Cape",0
"26367","5","AT53","Northern Cape",0
"26368","6","AT53","Northern Cape",0
"26369","7","AT53","Northern Cape",0
"26370","1","AT54","Northern Cape",0
"26371","2","AT54","Northern Cape",0
"26372","3","AT54","Northern Cape",0
"26373","4","AT54","Northern Cape",0
"26374","5","AT54","Northern Cape",0
"26375","6","AT54","Northern Cape",0
"26376","7","AT54","Northern Cape",0
"26377","1","AT55","Northern Cape",0
"26378","2","AT55","Northern Cape",0
"26379","3","AT55","Northern Cape",0
"26380","4","AT55","Northern Cape",0
"26381","5","AT55","Northern Cape",0
"26382","6","AT55","Northern Cape",0
"26383","7","AT55","Northern Cape",0
"26384","1","AT56","Northern Cape",0
"26385","2","AT56","Northern Cape",0
"26386","3","AT56","Northern Cape",0
"26387","4","AT56","Northern Cape",0
"26388","5","AT56","Northern Cape",0
"26389","6","AT56","Northern Cape",0
"26390","7","AT56","Northern Cape",0
"26391","1","AT57","Northern Cape",0
"26392","2","AT57","Northern Cape",0
