"","nlc2022_7class","T_MAPCODE","PROVINCE","n"
"19912","4","AZa5","Mpumalanga",0
"19913","5","AZa5","Mpumalanga",0
"19914","6","AZa5","Mpumalanga",0
"19915","7","AZa5","Mpumalanga",0
"19916","1","AZa6","Mpumalanga",0
"19917","2","AZa6","Mpumalanga",0
"19918","3","AZa6","Mpumalanga",0
"19919","4","AZa6","Mpumalanga",0
"19920","5","AZa6","Mpumalanga",0
"19921","6","AZa6","Mpumalanga",0
"19922","7","AZa6","Mpumalanga",0
"19923","1","AZa7","Mpumalanga",0
"19924","2","AZa7","Mpumalanga",0
"19925","3","AZa7","Mpumalanga",0
"19926","4","AZa7","Mpumalanga",0
"19927","5","AZa7","Mpumalanga",0
"19928","6","AZa7","Mpumalanga",0
"19929","7","AZa7","Mpumalanga",0
"19930","1","AZd1","Mpumalanga",0
"19931","2","AZd1","Mpumalanga",0
"19932","3","AZd1","Mpumalanga",0
"19933","4","AZd1","Mpumalanga",0
"19934","5","AZd1","Mpumalanga",0
"19935","6","AZd1","Mpumalanga",0
"19936","7","AZd1","Mpumalanga",0
"19937","1","AZd2","Mpumalanga",0
"19938","2","AZd2","Mpumalanga",0
"19939","3","AZd2","Mpumalanga",0
"19940","4","AZd2","Mpumalanga",0
"19941","5","AZd2","Mpumalanga",0
"19942","6","AZd2","Mpumalanga",0
"19943","7","AZd2","Mpumalanga",0
"19944","1","AZd3","Mpumalanga",0
"19945","2","AZd3","Mpumalanga",0
"19946","3","AZd3","Mpumalanga",0
"19947","4","AZd3","Mpumalanga",0
"19948","5","AZd3","Mpumalanga",0
"19949","6","AZd3","Mpumalanga",0
"19950","7","AZd3","Mpumalanga",0
"19951","1","AZd4","Mpumalanga",0
"19952","2","AZd4","Mpumalanga",0
"19953","3","AZd4","Mpumalanga",0
"19954","4","AZd4","Mpumalanga",0
"19955","5","AZd4","Mpumalanga",0
"19956","6","AZd4","Mpumalanga",0
"19957","7","AZd4","Mpumalanga",0
"19958","1","AZi1","Mpumalanga",0
"19959","2","AZi1","Mpumalanga",0
"19960","3","AZi1","Mpumalanga",0
"19961","4","AZi1","Mpumalanga",0
"19962","5","AZi1","Mpumalanga",0
"19963","6","AZi1","Mpumalanga",0
"19964","7","AZi1","Mpumalanga",0
"19965","1","AZi3","Mpumalanga",0
"19966","2","AZi3","Mpumalanga",0
"19967","3","AZi3","Mpumalanga",0
"19968","4","AZi3","Mpumalanga",0
"19969","5","AZi3","Mpumalanga",0
"19970","6","AZi3","Mpumalanga",0
"19971","7","AZi3","Mpumalanga",0
"19972","1","AZi5","Mpumalanga",0
"19973","2","AZi5","Mpumalanga",0
"19974","3","AZi5","Mpumalanga",0
"19975","4","AZi5","Mpumalanga",0
"19976","5","AZi5","Mpumalanga",0
"19977","6","AZi5","Mpumalanga",0
"19978","7","AZi5","Mpumalanga",0
"19979","1","AZi6","Mpumalanga",0
"19980","2","AZi6","Mpumalanga",0
"19981","3","AZi6","Mpumalanga",0
"19982","4","AZi6","Mpumalanga",0
"19983","5","AZi6","Mpumalanga",0
"19984","6","AZi6","Mpumalanga",0
"19985","7","AZi6","Mpumalanga",0
"19986","1","AZi7","Mpumalanga",0
"19987","2","AZi7","Mpumalanga",0
"19988","3","AZi7","Mpumalanga",0
"19989","4","AZi7","Mpumalanga",0
"19990","5","AZi7","Mpumalanga",0
"19991","6","AZi7","Mpumalanga",0
"19992","7","AZi7","Mpumalanga",0
"19993","1","AZi8","Mpumalanga",0
"19994","2","AZi8","Mpumalanga",0
"19995","3","AZi8","Mpumalanga",0
"19996","4","AZi8","Mpumalanga",0
"19997","5","AZi8","Mpumalanga",0
"19998","6","AZi8","Mpumalanga",0
"19999","7","AZi8","Mpumalanga",0
"20000","1","AZs3","Mpumalanga",0
"20001","2","AZs3","Mpumalanga",0
"20002","3","AZs3","Mpumalanga",0
"20003","4","AZs3","Mpumalanga",0
"20004","5","AZs3","Mpumalanga",0
"20005","6","AZs3","Mpumalanga",0
"20006","7","AZs3","Mpumalanga",0
"20007","1","CB1","Mpumalanga",0
"20008","2","CB1","Mpumalanga",0
"20009","3","CB1","Mpumalanga",0
"20010","4","CB1","Mpumalanga",0
"20011","5","CB1","Mpumalanga",0
"20012","6","CB1","Mpumalanga",0
"20013","7","CB1","Mpumalanga",0
"20014","1","CB2","Mpumalanga",0
"20015","2","CB2","Mpumalanga",0
"20016","3","CB2","Mpumalanga",0
"20017","4","CB2","Mpumalanga",0
"20018","5","CB2","Mpumalanga",0
"20019","6","CB2","Mpumalanga",0
"20020","7","CB2","Mpumalanga",0
"20021","1","CB3","Mpumalanga",0
"20022","2","CB3","Mpumalanga",0
"20023","3","CB3","Mpumalanga",0
"20024","4","CB3","Mpumalanga",0
"20025","5","CB3","Mpumalanga",0
"20026","6","CB3","Mpumalanga",0
"20027","7","CB3","Mpumalanga",0
"20028","1","CB4","Mpumalanga",0
"20029","2","CB4","Mpumalanga",0
"20030","3","CB4","Mpumalanga",0
"20031","4","CB4","Mpumalanga",0
"20032","5","CB4","Mpumalanga",0
"20033","6","CB4","Mpumalanga",0
"20034","7","CB4","Mpumalanga",0
"20035","1","CB5","Mpumalanga",0
"20036","2","CB5","Mpumalanga",0
"20037","3","CB5","Mpumalanga",0
"20038","4","CB5","Mpumalanga",0
"20039","5","CB5","Mpumalanga",0
"20040","6","CB5","Mpumalanga",0
"20041","7","CB5","Mpumalanga",0
"20042","1","CB6","Mpumalanga",0
"20043","2","CB6","Mpumalanga",0
"20044","3","CB6","Mpumalanga",0
"20045","4","CB6","Mpumalanga",0
"20046","5","CB6","Mpumalanga",0
"20047","6","CB6","Mpumalanga",0
"20048","7","CB6","Mpumalanga",0
"20049","1","Dg1","Mpumalanga",0
"20050","2","Dg1","Mpumalanga",0
"20051","3","Dg1","Mpumalanga",0
"20052","4","Dg1","Mpumalanga",0
"20053","5","Dg1","Mpumalanga",0
"20054","6","Dg1","Mpumalanga",0
"20055","7","Dg1","Mpumalanga",0
"20056","1","Dg10","Mpumalanga",0
"20057","2","Dg10","Mpumalanga",0
"20058","3","Dg10","Mpumalanga",0
"20059","4","Dg10","Mpumalanga",0
"20060","5","Dg10","Mpumalanga",0
"20061","6","Dg10","Mpumalanga",0
"20062","7","Dg10","Mpumalanga",0
"20063","1","Dg2","Mpumalanga",0
"20064","2","Dg2","Mpumalanga",0
"20065","3","Dg2","Mpumalanga",0
"20066","4","Dg2","Mpumalanga",0
"20067","5","Dg2","Mpumalanga",0
"20068","6","Dg2","Mpumalanga",0
"20069","7","Dg2","Mpumalanga",0
"20070","1","Dg3","Mpumalanga",0
"20071","2","Dg3","Mpumalanga",0
"20072","3","Dg3","Mpumalanga",0
"20073","4","Dg3","Mpumalanga",0
"20074","5","Dg3","Mpumalanga",0
"20075","6","Dg3","Mpumalanga",0
"20076","7","Dg3","Mpumalanga",0
"20077","1","Dg4","Mpumalanga",0
"20078","2","Dg4","Mpumalanga",0
"20079","3","Dg4","Mpumalanga",0
"20080","4","Dg4","Mpumalanga",0
"20081","5","Dg4","Mpumalanga",0
"20082","6","Dg4","Mpumalanga",0
"20083","7","Dg4","Mpumalanga",0
"20084","1","Dg5","Mpumalanga",0
"20085","2","Dg5","Mpumalanga",0
"20086","3","Dg5","Mpumalanga",0
"20087","4","Dg5","Mpumalanga",0
"20088","5","Dg5","Mpumalanga",0
"20089","6","Dg5","Mpumalanga",0
"20090","7","Dg5","Mpumalanga",0
"20091","1","Dg6","Mpumalanga",0
"20092","2","Dg6","Mpumalanga",0
"20093","3","Dg6","Mpumalanga",0
"20094","4","Dg6","Mpumalanga",0
"20095","5","Dg6","Mpumalanga",0
"20096","6","Dg6","Mpumalanga",0
"20097","7","Dg6","Mpumalanga",0
"20098","1","Dg7","Mpumalanga",0
"20099","2","Dg7","Mpumalanga",0
"20100","3","Dg7","Mpumalanga",0
"20101","4","Dg7","Mpumalanga",0
"20102","5","Dg7","Mpumalanga",0
"20103","6","Dg7","Mpumalanga",0
"20104","7","Dg7","Mpumalanga",0
"20105","1","Dg8","Mpumalanga",0
"20106","2","Dg8","Mpumalanga",0
"20107","3","Dg8","Mpumalanga",0
"20108","4","Dg8","Mpumalanga",0
"20109","5","Dg8","Mpumalanga",0
"20110","6","Dg8","Mpumalanga",0
"20111","7","Dg8","Mpumalanga",0
"20112","1","Dg9","Mpumalanga",0
"20113","2","Dg9","Mpumalanga",0
"20114","3","Dg9","Mpumalanga",0
"20115","4","Dg9","Mpumalanga",0
"20116","5","Dg9","Mpumalanga",0
"20117","6","Dg9","Mpumalanga",0
"20118","7","Dg9","Mpumalanga",0
"20119","1","Dn1","Mpumalanga",0
"20120","2","Dn1","Mpumalanga",0
"20121","3","Dn1","Mpumalanga",0
"20122","4","Dn1","Mpumalanga",0
"20123","5","Dn1","Mpumalanga",0
"20124","6","Dn1","Mpumalanga",0
"20125","7","Dn1","Mpumalanga",0
"20126","1","Dn2","Mpumalanga",0
"20127","2","Dn2","Mpumalanga",0
"20128","3","Dn2","Mpumalanga",0
"20129","4","Dn2","Mpumalanga",0
"20130","5","Dn2","Mpumalanga",0
"20131","6","Dn2","Mpumalanga",0
"20132","7","Dn2","Mpumalanga",0
"20133","1","Dn3","Mpumalanga",0
"20134","2","Dn3","Mpumalanga",0
"20135","3","Dn3","Mpumalanga",0
"20136","4","Dn3","Mpumalanga",0
"20137","5","Dn3","Mpumalanga",0
"20138","6","Dn3","Mpumalanga",0
"20139","7","Dn3","Mpumalanga",0
"20140","1","Dn4","Mpumalanga",0
"20141","2","Dn4","Mpumalanga",0
"20142","3","Dn4","Mpumalanga",0
"20143","4","Dn4","Mpumalanga",0
"20144","5","Dn4","Mpumalanga",0
"20145","6","Dn4","Mpumalanga",0
"20146","7","Dn4","Mpumalanga",0
"20147","1","Dn5","Mpumalanga",0
"20148","2","Dn5","Mpumalanga",0
"20149","3","Dn5","Mpumalanga",0
"20150","4","Dn5","Mpumalanga",0
"20151","5","Dn5","Mpumalanga",0
"20152","6","Dn5","Mpumalanga",0
"20153","7","Dn5","Mpumalanga",0
"20154","1","FFa1","Mpumalanga",0
"20155","2","FFa1","Mpumalanga",0
"20156","3","FFa1","Mpumalanga",0
"20157","4","FFa1","Mpumalanga",0
"20158","5","FFa1","Mpumalanga",0
"20159","6","FFa1","Mpumalanga",0
"20160","7","FFa1","Mpumalanga",0
"20161","1","FFa2","Mpumalanga",0
"20162","2","FFa2","Mpumalanga",0
"20163","3","FFa2","Mpumalanga",0
"20164","4","FFa2","Mpumalanga",0
"20165","5","FFa2","Mpumalanga",0
"20166","6","FFa2","Mpumalanga",0
"20167","7","FFa2","Mpumalanga",0
"20168","1","FFa3","Mpumalanga",0
"20169","2","FFa3","Mpumalanga",0
"20170","3","FFa3","Mpumalanga",0
"20171","4","FFa3","Mpumalanga",0
"20172","5","FFa3","Mpumalanga",0
"20173","6","FFa3","Mpumalanga",0
"20174","7","FFa3","Mpumalanga",0
"20175","1","FFa4","Mpumalanga",0
"20176","2","FFa4","Mpumalanga",0
"20177","3","FFa4","Mpumalanga",0
"20178","4","FFa4","Mpumalanga",0
"20179","5","FFa4","Mpumalanga",0
"20180","6","FFa4","Mpumalanga",0
"20181","7","FFa4","Mpumalanga",0
"20182","1","FFb1","Mpumalanga",0
"20183","2","FFb1","Mpumalanga",0
"20184","3","FFb1","Mpumalanga",0
"20185","4","FFb1","Mpumalanga",0
"20186","5","FFb1","Mpumalanga",0
"20187","6","FFb1","Mpumalanga",0
"20188","7","FFb1","Mpumalanga",0
"20189","1","FFb2","Mpumalanga",0
"20190","2","FFb2","Mpumalanga",0
"20191","3","FFb2","Mpumalanga",0
"20192","4","FFb2","Mpumalanga",0
"20193","5","FFb2","Mpumalanga",0
"20194","6","FFb2","Mpumalanga",0
"20195","7","FFb2","Mpumalanga",0
"20196","1","FFb3","Mpumalanga",0
"20197","2","FFb3","Mpumalanga",0
"20198","3","FFb3","Mpumalanga",0
"20199","4","FFb3","Mpumalanga",0
"20200","5","FFb3","Mpumalanga",0
"20201","6","FFb3","Mpumalanga",0
"20202","7","FFb3","Mpumalanga",0
"20203","1","FFb4","Mpumalanga",0
"20204","2","FFb4","Mpumalanga",0
"20205","3","FFb4","Mpumalanga",0
"20206","4","FFb4","Mpumalanga",0
"20207","5","FFb4","Mpumalanga",0
"20208","6","FFb4","Mpumalanga",0
"20209","7","FFb4","Mpumalanga",0
"20210","1","FFb5","Mpumalanga",0
"20211","2","FFb5","Mpumalanga",0
"20212","3","FFb5","Mpumalanga",0
"20213","4","FFb5","Mpumalanga",0
"20214","5","FFb5","Mpumalanga",0
"20215","6","FFb5","Mpumalanga",0
"20216","7","FFb5","Mpumalanga",0
"20217","1","FFb6","Mpumalanga",0
"20218","2","FFb6","Mpumalanga",0
"20219","3","FFb6","Mpumalanga",0
"20220","4","FFb6","Mpumalanga",0
"20221","5","FFb6","Mpumalanga",0
"20222","6","FFb6","Mpumalanga",0
"20223","7","FFb6","Mpumalanga",0
"20224","1","FFc1","Mpumalanga",0
"20225","2","FFc1","Mpumalanga",0
"20226","3","FFc1","Mpumalanga",0
"20227","4","FFc1","Mpumalanga",0
"20228","5","FFc1","Mpumalanga",0
"20229","6","FFc1","Mpumalanga",0
"20230","7","FFc1","Mpumalanga",0
"20231","1","FFd1","Mpumalanga",0
"20232","2","FFd1","Mpumalanga",0
"20233","3","FFd1","Mpumalanga",0
"20234","4","FFd1","Mpumalanga",0
"20235","5","FFd1","Mpumalanga",0
"20236","6","FFd1","Mpumalanga",0
"20237","7","FFd1","Mpumalanga",0
"20238","1","FFd10","Mpumalanga",0
"20239","2","FFd10","Mpumalanga",0
"20240","3","FFd10","Mpumalanga",0
"20241","4","FFd10","Mpumalanga",0
"20242","5","FFd10","Mpumalanga",0
"20243","6","FFd10","Mpumalanga",0
"20244","7","FFd10","Mpumalanga",0
"20245","1","FFd11","Mpumalanga",0
"20246","2","FFd11","Mpumalanga",0
"20247","3","FFd11","Mpumalanga",0
"20248","4","FFd11","Mpumalanga",0
"20249","5","FFd11","Mpumalanga",0
"20250","6","FFd11","Mpumalanga",0
"20251","7","FFd11","Mpumalanga",0
"20252","1","FFd2","Mpumalanga",0
"20253","2","FFd2","Mpumalanga",0
"20254","3","FFd2","Mpumalanga",0
"20255","4","FFd2","Mpumalanga",0
"20256","5","FFd2","Mpumalanga",0
"20257","6","FFd2","Mpumalanga",0
"20258","7","FFd2","Mpumalanga",0
"20259","1","FFd3","Mpumalanga",0
"20260","2","FFd3","Mpumalanga",0
"20261","3","FFd3","Mpumalanga",0
"20262","4","FFd3","Mpumalanga",0
"20263","5","FFd3","Mpumalanga",0
"20264","6","FFd3","Mpumalanga",0
"20265","7","FFd3","Mpumalanga",0
"20266","1","FFd4","Mpumalanga",0
"20267","2","FFd4","Mpumalanga",0
"20268","3","FFd4","Mpumalanga",0
"20269","4","FFd4","Mpumalanga",0
"20270","5","FFd4","Mpumalanga",0
"20271","6","FFd4","Mpumalanga",0
"20272","7","FFd4","Mpumalanga",0
"20273","1","FFd5","Mpumalanga",0
"20274","2","FFd5","Mpumalanga",0
"20275","3","FFd5","Mpumalanga",0
"20276","4","FFd5","Mpumalanga",0
"20277","5","FFd5","Mpumalanga",0
"20278","6","FFd5","Mpumalanga",0
"20279","7","FFd5","Mpumalanga",0
"20280","1","FFd6","Mpumalanga",0
"20281","2","FFd6","Mpumalanga",0
"20282","3","FFd6","Mpumalanga",0
"20283","4","FFd6","Mpumalanga",0
"20284","5","FFd6","Mpumalanga",0
"20285","6","FFd6","Mpumalanga",0
"20286","7","FFd6","Mpumalanga",0
"20287","1","FFd7","Mpumalanga",0
"20288","2","FFd7","Mpumalanga",0
"20289","3","FFd7","Mpumalanga",0
"20290","4","FFd7","Mpumalanga",0
"20291","5","FFd7","Mpumalanga",0
"20292","6","FFd7","Mpumalanga",0
"20293","7","FFd7","Mpumalanga",0
"20294","1","FFd8","Mpumalanga",0
"20295","2","FFd8","Mpumalanga",0
"20296","3","FFd8","Mpumalanga",0
"20297","4","FFd8","Mpumalanga",0
"20298","5","FFd8","Mpumalanga",0
"20299","6","FFd8","Mpumalanga",0
"20300","7","FFd8","Mpumalanga",0
"20301","1","FFd9","Mpumalanga",0
"20302","2","FFd9","Mpumalanga",0
"20303","3","FFd9","Mpumalanga",0
"20304","4","FFd9","Mpumalanga",0
"20305","5","FFd9","Mpumalanga",0
"20306","6","FFd9","Mpumalanga",0
"20307","7","FFd9","Mpumalanga",0
"20308","1","FFf1","Mpumalanga",0
"20309","2","FFf1","Mpumalanga",0
"20310","3","FFf1","Mpumalanga",0
"20311","4","FFf1","Mpumalanga",0
"20312","5","FFf1","Mpumalanga",0
"20313","6","FFf1","Mpumalanga",0
"20314","7","FFf1","Mpumalanga",0
"20315","1","FFf2","Mpumalanga",0
"20316","2","FFf2","Mpumalanga",0
"20317","3","FFf2","Mpumalanga",0
"20318","4","FFf2","Mpumalanga",0
"20319","5","FFf2","Mpumalanga",0
"20320","6","FFf2","Mpumalanga",0
"20321","7","FFf2","Mpumalanga",0
"20322","1","FFg1","Mpumalanga",0
"20323","2","FFg1","Mpumalanga",0
"20324","3","FFg1","Mpumalanga",0
"20325","4","FFg1","Mpumalanga",0
"20326","5","FFg1","Mpumalanga",0
"20327","6","FFg1","Mpumalanga",0
"20328","7","FFg1","Mpumalanga",0
"20329","1","FFg2","Mpumalanga",0
"20330","2","FFg2","Mpumalanga",0
"20331","3","FFg2","Mpumalanga",0
"20332","4","FFg2","Mpumalanga",0
"20333","5","FFg2","Mpumalanga",0
"20334","6","FFg2","Mpumalanga",0
"20335","7","FFg2","Mpumalanga",0
"20336","1","FFg3","Mpumalanga",0
"20337","2","FFg3","Mpumalanga",0
"20338","3","FFg3","Mpumalanga",0
"20339","4","FFg3","Mpumalanga",0
"20340","5","FFg3","Mpumalanga",0
"20341","6","FFg3","Mpumalanga",0
"20342","7","FFg3","Mpumalanga",0
"20343","1","FFg4","Mpumalanga",0
"20344","2","FFg4","Mpumalanga",0
"20345","3","FFg4","Mpumalanga",0
"20346","4","FFg4","Mpumalanga",0
"20347","5","FFg4","Mpumalanga",0
"20348","6","FFg4","Mpumalanga",0
"20349","7","FFg4","Mpumalanga",0
"20350","1","FFg5","Mpumalanga",0
"20351","2","FFg5","Mpumalanga",0
"20352","3","FFg5","Mpumalanga",0
"20353","4","FFg5","Mpumalanga",0
"20354","5","FFg5","Mpumalanga",0
"20355","6","FFg5","Mpumalanga",0
"20356","7","FFg5","Mpumalanga",0
"20357","1","FFh1","Mpumalanga",0
"20358","2","FFh1","Mpumalanga",0
"20359","3","FFh1","Mpumalanga",0
"20360","4","FFh1","Mpumalanga",0
"20361","5","FFh1","Mpumalanga",0
"20362","6","FFh1","Mpumalanga",0
"20363","7","FFh1","Mpumalanga",0
"20364","1","FFh10","Mpumalanga",0
"20365","2","FFh10","Mpumalanga",0
"20366","3","FFh10","Mpumalanga",0
"20367","4","FFh10","Mpumalanga",0
"20368","5","FFh10","Mpumalanga",0
"20369","6","FFh10","Mpumalanga",0
"20370","7","FFh10","Mpumalanga",0
"20371","1","FFh11","Mpumalanga",0
"20372","2","FFh11","Mpumalanga",0
"20373","3","FFh11","Mpumalanga",0
"20374","4","FFh11","Mpumalanga",0
"20375","5","FFh11","Mpumalanga",0
"20376","6","FFh11","Mpumalanga",0
"20377","7","FFh11","Mpumalanga",0
"20378","1","FFh2","Mpumalanga",0
"20379","2","FFh2","Mpumalanga",0
"20380","3","FFh2","Mpumalanga",0
"20381","4","FFh2","Mpumalanga",0
"20382","5","FFh2","Mpumalanga",0
"20383","6","FFh2","Mpumalanga",0
"20384","7","FFh2","Mpumalanga",0
"20385","1","FFh3","Mpumalanga",0
"20386","2","FFh3","Mpumalanga",0
"20387","3","FFh3","Mpumalanga",0
"20388","4","FFh3","Mpumalanga",0
"20389","5","FFh3","Mpumalanga",0
"20390","6","FFh3","Mpumalanga",0
"20391","7","FFh3","Mpumalanga",0
"20392","1","FFh4","Mpumalanga",0
"20393","2","FFh4","Mpumalanga",0
"20394","3","FFh4","Mpumalanga",0
"20395","4","FFh4","Mpumalanga",0
"20396","5","FFh4","Mpumalanga",0
"20397","6","FFh4","Mpumalanga",0
"20398","7","FFh4","Mpumalanga",0
"20399","1","FFh5","Mpumalanga",0
"20400","2","FFh5","Mpumalanga",0
"20401","3","FFh5","Mpumalanga",0
"20402","4","FFh5","Mpumalanga",0
"20403","5","FFh5","Mpumalanga",0
"20404","6","FFh5","Mpumalanga",0
"20405","7","FFh5","Mpumalanga",0
"20406","1","FFh6","Mpumalanga",0
"20407","2","FFh6","Mpumalanga",0
"20408","3","FFh6","Mpumalanga",0
"20409","4","FFh6","Mpumalanga",0
"20410","5","FFh6","Mpumalanga",0
"20411","6","FFh6","Mpumalanga",0
"20412","7","FFh6","Mpumalanga",0
"20413","1","FFh7","Mpumalanga",0
"20414","2","FFh7","Mpumalanga",0
"20415","3","FFh7","Mpumalanga",0
"20416","4","FFh7","Mpumalanga",0
"20417","5","FFh7","Mpumalanga",0
"20418","6","FFh7","Mpumalanga",0
"20419","7","FFh7","Mpumalanga",0
"20420","1","FFh8","Mpumalanga",0
"20421","2","FFh8","Mpumalanga",0
"20422","3","FFh8","Mpumalanga",0
"20423","4","FFh8","Mpumalanga",0
"20424","5","FFh8","Mpumalanga",0
"20425","6","FFh8","Mpumalanga",0
"20426","7","FFh8","Mpumalanga",0
"20427","1","FFh9","Mpumalanga",0
"20428","2","FFh9","Mpumalanga",0
"20429","3","FFh9","Mpumalanga",0
"20430","4","FFh9","Mpumalanga",0
"20431","5","FFh9","Mpumalanga",0
"20432","6","FFh9","Mpumalanga",0
"20433","7","FFh9","Mpumalanga",0
"20434","1","FFl1","Mpumalanga",0
"20435","2","FFl1","Mpumalanga",0
"20436","3","FFl1","Mpumalanga",0
"20437","4","FFl1","Mpumalanga",0
"20438","5","FFl1","Mpumalanga",0
"20439","6","FFl1","Mpumalanga",0
"20440","7","FFl1","Mpumalanga",0
"20441","1","FFl2","Mpumalanga",0
"20442","2","FFl2","Mpumalanga",0
"20443","3","FFl2","Mpumalanga",0
"20444","4","FFl2","Mpumalanga",0
"20445","5","FFl2","Mpumalanga",0
"20446","6","FFl2","Mpumalanga",0
"20447","7","FFl2","Mpumalanga",0
"20448","1","FFl3","Mpumalanga",0
"20449","2","FFl3","Mpumalanga",0
"20450","3","FFl3","Mpumalanga",0
"20451","4","FFl3","Mpumalanga",0
"20452","5","FFl3","Mpumalanga",0
"20453","6","FFl3","Mpumalanga",0
"20454","7","FFl3","Mpumalanga",0
"20455","1","FFq1","Mpumalanga",0
"20456","2","FFq1","Mpumalanga",0
"20457","3","FFq1","Mpumalanga",0
"20458","4","FFq1","Mpumalanga",0
"20459","5","FFq1","Mpumalanga",0
"20460","6","FFq1","Mpumalanga",0
"20461","7","FFq1","Mpumalanga",0
"20462","1","FFq2","Mpumalanga",0
"20463","2","FFq2","Mpumalanga",0
"20464","3","FFq2","Mpumalanga",0
"20465","4","FFq2","Mpumalanga",0
"20466","5","FFq2","Mpumalanga",0
"20467","6","FFq2","Mpumalanga",0
"20468","7","FFq2","Mpumalanga",0
"20469","1","FFq3","Mpumalanga",0
"20470","2","FFq3","Mpumalanga",0
"20471","3","FFq3","Mpumalanga",0
"20472","4","FFq3","Mpumalanga",0
"20473","5","FFq3","Mpumalanga",0
"20474","6","FFq3","Mpumalanga",0
"20475","7","FFq3","Mpumalanga",0
"20476","1","FFq4","Mpumalanga",0
"20477","2","FFq4","Mpumalanga",0
"20478","3","FFq4","Mpumalanga",0
"20479","4","FFq4","Mpumalanga",0
"20480","5","FFq4","Mpumalanga",0
"20481","6","FFq4","Mpumalanga",0
"20482","7","FFq4","Mpumalanga",0
"20483","1","FFq5","Mpumalanga",0
"20484","2","FFq5","Mpumalanga",0
"20485","3","FFq5","Mpumalanga",0
"20486","4","FFq5","Mpumalanga",0
"20487","5","FFq5","Mpumalanga",0
"20488","6","FFq5","Mpumalanga",0
"20489","7","FFq5","Mpumalanga",0
"20490","1","FFq6","Mpumalanga",0
"20491","2","FFq6","Mpumalanga",0
"20492","3","FFq6","Mpumalanga",0
"20493","4","FFq6","Mpumalanga",0
"20494","5","FFq6","Mpumalanga",0
"20495","6","FFq6","Mpumalanga",0
"20496","7","FFq6","Mpumalanga",0
"20497","1","FFs1","Mpumalanga",0
"20498","2","FFs1","Mpumalanga",0
"20499","3","FFs1","Mpumalanga",0
"20500","4","FFs1","Mpumalanga",0
"20501","5","FFs1","Mpumalanga",0
"20502","6","FFs1","Mpumalanga",0
"20503","7","FFs1","Mpumalanga",0
"20504","1","FFs10","Mpumalanga",0
"20505","2","FFs10","Mpumalanga",0
"20506","3","FFs10","Mpumalanga",0
"20507","4","FFs10","Mpumalanga",0
"20508","5","FFs10","Mpumalanga",0
"20509","6","FFs10","Mpumalanga",0
"20510","7","FFs10","Mpumalanga",0
"20511","1","FFs11","Mpumalanga",0
"20512","2","FFs11","Mpumalanga",0
"20513","3","FFs11","Mpumalanga",0
"20514","4","FFs11","Mpumalanga",0
"20515","5","FFs11","Mpumalanga",0
"20516","6","FFs11","Mpumalanga",0
"20517","7","FFs11","Mpumalanga",0
"20518","1","FFs12","Mpumalanga",0
"20519","2","FFs12","Mpumalanga",0
"20520","3","FFs12","Mpumalanga",0
"20521","4","FFs12","Mpumalanga",0
"20522","5","FFs12","Mpumalanga",0
"20523","6","FFs12","Mpumalanga",0
"20524","7","FFs12","Mpumalanga",0
"20525","1","FFs13","Mpumalanga",0
"20526","2","FFs13","Mpumalanga",0
"20527","3","FFs13","Mpumalanga",0
"20528","4","FFs13","Mpumalanga",0
"20529","5","FFs13","Mpumalanga",0
"20530","6","FFs13","Mpumalanga",0
"20531","7","FFs13","Mpumalanga",0
"20532","1","FFs14","Mpumalanga",0
"20533","2","FFs14","Mpumalanga",0
"20534","3","FFs14","Mpumalanga",0
"20535","4","FFs14","Mpumalanga",0
"20536","5","FFs14","Mpumalanga",0
"20537","6","FFs14","Mpumalanga",0
"20538","7","FFs14","Mpumalanga",0
"20539","1","FFs15","Mpumalanga",0
"20540","2","FFs15","Mpumalanga",0
"20541","3","FFs15","Mpumalanga",0
"20542","4","FFs15","Mpumalanga",0
"20543","5","FFs15","Mpumalanga",0
"20544","6","FFs15","Mpumalanga",0
"20545","7","FFs15","Mpumalanga",0
"20546","1","FFs16","Mpumalanga",0
"20547","2","FFs16","Mpumalanga",0
"20548","3","FFs16","Mpumalanga",0
"20549","4","FFs16","Mpumalanga",0
"20550","5","FFs16","Mpumalanga",0
"20551","6","FFs16","Mpumalanga",0
"20552","7","FFs16","Mpumalanga",0
"20553","1","FFs17","Mpumalanga",0
"20554","2","FFs17","Mpumalanga",0
"20555","3","FFs17","Mpumalanga",0
"20556","4","FFs17","Mpumalanga",0
"20557","5","FFs17","Mpumalanga",0
"20558","6","FFs17","Mpumalanga",0
"20559","7","FFs17","Mpumalanga",0
"20560","1","FFs18","Mpumalanga",0
"20561","2","FFs18","Mpumalanga",0
"20562","3","FFs18","Mpumalanga",0
"20563","4","FFs18","Mpumalanga",0
"20564","5","FFs18","Mpumalanga",0
"20565","6","FFs18","Mpumalanga",0
"20566","7","FFs18","Mpumalanga",0
"20567","1","FFs19","Mpumalanga",0
"20568","2","FFs19","Mpumalanga",0
"20569","3","FFs19","Mpumalanga",0
"20570","4","FFs19","Mpumalanga",0
"20571","5","FFs19","Mpumalanga",0
"20572","6","FFs19","Mpumalanga",0
"20573","7","FFs19","Mpumalanga",0
"20574","1","FFs2","Mpumalanga",0
"20575","2","FFs2","Mpumalanga",0
"20576","3","FFs2","Mpumalanga",0
"20577","4","FFs2","Mpumalanga",0
"20578","5","FFs2","Mpumalanga",0
