"","nlc2022_7class","T_MAPCODE","lk_kirsten","n"
"8084","6","FS9","99",0
"8085","7","FS9","99",2222
"8086","1","Gd1","99",10507319
"8087","2","Gd1","99",501857
"8088","3","Gd1","99",42133
"8089","4","Gd1","99",153660
"8090","5","Gd1","99",551325
"8091","6","Gd1","99",812
"8092","7","Gd1","99",810261
"8093","1","Gd10","99",6883210
"8094","2","Gd10","99",672
"8095","3","Gd10","99",7614
"8096","4","Gd10","99",1532
"8097","5","Gd10","99",183942
"8098","6","Gd10","99",0
"8099","7","Gd10","99",0
"8100","1","Gd2","99",383965
"8101","2","Gd2","99",2491
"8102","3","Gd2","99",126
"8103","4","Gd2","99",195
"8104","5","Gd2","99",2386
"8105","6","Gd2","99",16
"8106","7","Gd2","99",6630
"8107","1","Gd3","99",6023155
"8108","2","Gd3","99",443909
"8109","3","Gd3","99",43435
"8110","4","Gd3","99",38140
"8111","5","Gd3","99",860402
"8112","6","Gd3","99",1831
"8113","7","Gd3","99",4581
"8114","1","Gd4","99",14984647
"8115","2","Gd4","99",356273
"8116","3","Gd4","99",10180
"8117","4","Gd4","99",155828
"8118","5","Gd4","99",871757
"8119","6","Gd4","99",1011
"8120","7","Gd4","99",237869
"8121","1","Gd5","99",2790232
"8122","2","Gd5","99",77613
"8123","3","Gd5","99",9167
"8124","4","Gd5","99",120578
"8125","5","Gd5","99",85004
"8126","6","Gd5","99",250
"8127","7","Gd5","99",10961
"8128","1","Gd6","99",53869
"8129","2","Gd6","99",54
"8130","3","Gd6","99",1
"8131","4","Gd6","99",1
"8132","5","Gd6","99",117
"8133","6","Gd6","99",0
"8134","7","Gd6","99",1
"8135","1","Gd7","99",3364805
"8136","2","Gd7","99",1121
"8137","3","Gd7","99",629
"8138","4","Gd7","99",305
"8139","5","Gd7","99",370
"8140","6","Gd7","99",0
"8141","7","Gd7","99",136
"8142","1","Gd8","99",43228416
"8143","2","Gd8","99",60631
"8144","3","Gd8","99",116973
"8145","4","Gd8","99",11569
"8146","5","Gd8","99",7003988
"8147","6","Gd8","99",242
"8148","7","Gd8","99",1402
"8149","1","Gd9","99",4639982
"8150","2","Gd9","99",0
"8151","3","Gd9","99",569
"8152","4","Gd9","99",4260
"8153","5","Gd9","99",875916
"8154","6","Gd9","99",0
"8155","7","Gd9","99",0
"8156","1","Gh1","99",20346333
"8157","2","Gh1","99",242165
"8158","3","Gh1","99",34716
"8159","4","Gh1","99",43025
"8160","5","Gh1","99",244958
"8161","6","Gh1","99",1303
"8162","7","Gh1","99",14053
"8163","1","Gh10","99",14533542
"8164","2","Gh10","99",5303318
"8165","3","Gh10","99",251229
"8166","4","Gh10","99",670642
"8167","5","Gh10","99",43312980
"8168","6","Gh10","99",177298
"8169","7","Gh10","99",665301
"8170","1","Gh11","99",1042429
"8171","2","Gh11","99",236282
"8172","3","Gh11","99",6885
"8173","4","Gh11","99",76479
"8174","5","Gh11","99",907743
"8175","6","Gh11","99",1214
"8176","7","Gh11","99",37860
"8177","1","Gh12","99",552822
"8178","2","Gh12","99",107790
"8179","3","Gh12","99",2291
"8180","4","Gh12","99",60109
"8181","5","Gh12","99",27729
"8182","6","Gh12","99",65968
"8183","7","Gh12","99",7029
"8184","1","Gh13","99",5309412
"8185","2","Gh13","99",1227301
"8186","3","Gh13","99",14673
"8187","4","Gh13","99",298296
"8188","5","Gh13","99",2492685
"8189","6","Gh13","99",13154
"8190","7","Gh13","99",60035
"8191","1","Gh14","99",9188762
"8192","2","Gh14","99",2549596
"8193","3","Gh14","99",72205
"8194","4","Gh14","99",392479
"8195","5","Gh14","99",10601157
"8196","6","Gh14","99",59470
"8197","7","Gh14","99",104855
"8198","1","Gh15","99",13672443
"8199","2","Gh15","99",2366234
"8200","3","Gh15","99",33874
"8201","4","Gh15","99",1455737
"8202","5","Gh15","99",3632362
"8203","6","Gh15","99",52867
"8204","7","Gh15","99",282682
"8205","1","Gh2","99",14151079
"8206","2","Gh2","99",975847
"8207","3","Gh2","99",180851
"8208","4","Gh2","99",51013
"8209","5","Gh2","99",2458405
"8210","6","Gh2","99",2372
"8211","7","Gh2","99",88514
"8212","1","Gh3","99",30892954
"8213","2","Gh3","99",652483
"8214","3","Gh3","99",673744
"8215","4","Gh3","99",84790
"8216","5","Gh3","99",1073130
"8217","6","Gh3","99",11280
"8218","7","Gh3","99",92711
"8219","1","Gh4","99",23123105
"8220","2","Gh4","99",254024
"8221","3","Gh4","99",433542
"8222","4","Gh4","99",47278
"8223","5","Gh4","99",296414
"8224","6","Gh4","99",5241
"8225","7","Gh4","99",34822
"8226","1","Gh5","99",6441941
"8227","2","Gh5","99",749732
"8228","3","Gh5","99",41711
"8229","4","Gh5","99",676768
"8230","5","Gh5","99",4377480
"8231","6","Gh5","99",8406
"8232","7","Gh5","99",77958
"8233","1","Gh6","99",26220203
"8234","2","Gh6","99",2380389
"8235","3","Gh6","99",313208
"8236","4","Gh6","99",577991
"8237","5","Gh6","99",10099911
"8238","6","Gh6","99",84401
"8239","7","Gh6","99",356148
"8240","1","Gh7","99",3215363
"8241","2","Gh7","99",169993
"8242","3","Gh7","99",12023
"8243","4","Gh7","99",206032
"8244","5","Gh7","99",293857
"8245","6","Gh7","99",3195
"8246","7","Gh7","99",29414
"8247","1","Gh8","99",165327
"8248","2","Gh8","99",10660
"8249","3","Gh8","99",357
"8250","4","Gh8","99",8438
"8251","5","Gh8","99",13470
"8252","6","Gh8","99",514
"8253","7","Gh8","99",2401
"8254","1","Gh9","99",13267493
"8255","2","Gh9","99",1115926
"8256","3","Gh9","99",83545
"8257","4","Gh9","99",86741
"8258","5","Gh9","99",3026308
"8259","6","Gh9","99",36877
"8260","7","Gh9","99",68872
"8261","1","Gm1","99",7033016
"8262","2","Gm1","99",502988
"8263","3","Gm1","99",41959
"8264","4","Gm1","99",322601
"8265","5","Gm1","99",2717512
"8266","6","Gm1","99",2628
"8267","7","Gm1","99",49542
"8268","1","Gm10","99",457858
"8269","2","Gm10","99",351304
"8270","3","Gm10","99",10874
"8271","4","Gm10","99",1696309
"8272","5","Gm10","99",126303
"8273","6","Gm10","99",25125
"8274","7","Gm10","99",65229
"8275","1","Gm11","99",10523418
"8276","2","Gm11","99",3823032
"8277","3","Gm11","99",161722
"8278","4","Gm11","99",1319565
"8279","5","Gm11","99",9551017
"8280","6","Gm11","99",249076
"8281","7","Gm11","99",644346
"8282","1","Gm12","99",9268531
"8283","2","Gm12","99",6402260
"8284","3","Gm12","99",455238
"8285","4","Gm12","99",956220
"8286","5","Gm12","99",10899369
"8287","6","Gm12","99",1095111
"8288","7","Gm12","99",2854123
"8289","1","Gm13","99",5315649
"8290","2","Gm13","99",1378782
"8291","3","Gm13","99",36140
"8292","4","Gm13","99",180637
"8293","5","Gm13","99",2775335
"8294","6","Gm13","99",10973
"8295","7","Gm13","99",120114
"8296","1","Gm14","99",7375281
"8297","2","Gm14","99",673354
"8298","3","Gm14","99",48388
"8299","4","Gm14","99",38971
"8300","5","Gm14","99",941734
"8301","6","Gm14","99",1763
"8302","7","Gm14","99",296534
"8303","1","Gm15","99",4917684
"8304","2","Gm15","99",1196506
"8305","3","Gm15","99",14374
"8306","4","Gm15","99",329384
"8307","5","Gm15","99",1068615
"8308","6","Gm15","99",3890
"8309","7","Gm15","99",3011671
"8310","1","Gm16","99",13322189
"8311","2","Gm16","99",1702709
"8312","3","Gm16","99",54153
"8313","4","Gm16","99",454672
"8314","5","Gm16","99",2516822
"8315","6","Gm16","99",8064
"8316","7","Gm16","99",6076981
"8317","1","Gm17","99",2013002
"8318","2","Gm17","99",130989
"8319","3","Gm17","99",2375
"8320","4","Gm17","99",7818
"8321","5","Gm17","99",24030
"8322","6","Gm17","99",1285
"8323","7","Gm17","99",1048985
"8324","1","Gm19","99",2117654
"8325","2","Gm19","99",519713
"8326","3","Gm19","99",7353
"8327","4","Gm19","99",25672
"8328","5","Gm19","99",720739
"8329","6","Gm19","99",19910
"8330","7","Gm19","99",41089
"8331","1","Gm2","99",7046938
"8332","2","Gm2","99",42976
"8333","3","Gm2","99",41281
"8334","4","Gm2","99",128945
"8335","5","Gm2","99",2081207
"8336","6","Gm2","99",0
"8337","7","Gm2","99",1225
"8338","1","Gm20","99",45946
"8339","2","Gm20","99",968
"8340","3","Gm20","99",0
"8341","4","Gm20","99",633
"8342","5","Gm20","99",3198
"8343","6","Gm20","99",0
"8344","7","Gm20","99",101
"8345","1","Gm21","99",2981689
"8346","2","Gm21","99",300961
"8347","3","Gm21","99",39789
"8348","4","Gm21","99",80481
"8349","5","Gm21","99",436268
"8350","6","Gm21","99",5418
"8351","7","Gm21","99",33087
"8352","1","Gm22","99",880215
"8353","2","Gm22","99",209312
"8354","3","Gm22","99",988
"8355","4","Gm22","99",60406
"8356","5","Gm22","99",68927
"8357","6","Gm22","99",10546
"8358","7","Gm22","99",1117542
"8359","1","Gm23","99",1899467
"8360","2","Gm23","99",244474
"8361","3","Gm23","99",373
"8362","4","Gm23","99",34304
"8363","5","Gm23","99",20844
"8364","6","Gm23","99",1364
"8365","7","Gm23","99",1234032
"8366","1","Gm24","99",23332
"8367","2","Gm24","99",1151
"8368","3","Gm24","99",0
"8369","4","Gm24","99",63
"8370","5","Gm24","99",0
"8371","6","Gm24","99",0
"8372","7","Gm24","99",457
"8373","1","Gm25","99",259463
"8374","2","Gm25","99",72379
"8375","3","Gm25","99",11852
"8376","4","Gm25","99",10075
"8377","5","Gm25","99",63148
"8378","6","Gm25","99",0
"8379","7","Gm25","99",659669
"8380","1","Gm26","99",605553
"8381","2","Gm26","99",10845
"8382","3","Gm26","99",7
"8383","4","Gm26","99",232
"8384","5","Gm26","99",1870
"8385","6","Gm26","99",2
"8386","7","Gm26","99",32940
"8387","1","Gm27","99",652860
"8388","2","Gm27","99",13702
"8389","3","Gm27","99",12
"8390","4","Gm27","99",426
"8391","5","Gm27","99",1664
"8392","6","Gm27","99",165
"8393","7","Gm27","99",1337
"8394","1","Gm28","99",228890
"8395","2","Gm28","99",1819
"8396","3","Gm28","99",0
"8397","4","Gm28","99",7
"8398","5","Gm28","99",459
"8399","6","Gm28","99",0
"8400","7","Gm28","99",3514
"8401","1","Gm29","99",1256772
"8402","2","Gm29","99",26113
"8403","3","Gm29","99",515
"8404","4","Gm29","99",645
"8405","5","Gm29","99",22224
"8406","6","Gm29","99",10
"8407","7","Gm29","99",1776
"8408","1","Gm3","99",15020988
"8409","2","Gm3","99",2981635
"8410","3","Gm3","99",216885
"8411","4","Gm3","99",448100
"8412","5","Gm3","99",18674452
"8413","6","Gm3","99",6120
"8414","7","Gm3","99",311766
"8415","1","Gm30","99",6528327
"8416","2","Gm30","99",825067
"8417","3","Gm30","99",28686
"8418","4","Gm30","99",78164
"8419","5","Gm30","99",457597
"8420","6","Gm30","99",20842
"8421","7","Gm30","99",1707898
"8422","1","Gm31","99",1340404
"8423","2","Gm31","99",138190
"8424","3","Gm31","99",532
"8425","4","Gm31","99",3763
"8426","5","Gm31","99",17877
"8427","6","Gm31","99",126
"8428","7","Gm31","99",1119561
"8429","1","Gm4","99",18619426
"8430","2","Gm4","99",2404786
"8431","3","Gm4","99",273931
"8432","4","Gm4","99",474285
"8433","5","Gm4","99",13456097
"8434","6","Gm4","99",4569
"8435","7","Gm4","99",403776
"8436","1","Gm5","99",6155963
"8437","2","Gm5","99",242995
"8438","3","Gm5","99",5355
"8439","4","Gm5","99",74415
"8440","5","Gm5","99",2083408
"8441","6","Gm5","99",2728
"8442","7","Gm5","99",109013
"8443","1","Gm6","99",13662446
"8444","2","Gm6","99",1613298
"8445","3","Gm6","99",851938
"8446","4","Gm6","99",172314
"8447","5","Gm6","99",8317476
"8448","6","Gm6","99",4678
"8449","7","Gm6","99",106983
"8450","1","Gm7","99",69049
"8451","2","Gm7","99",2028
"8452","3","Gm7","99",42
"8453","4","Gm7","99",173
"8454","5","Gm7","99",3135
"8455","6","Gm7","99",0
"8456","7","Gm7","99",694
"8457","1","Gm8","99",13760870
"8458","2","Gm8","99",4617423
"8459","3","Gm8","99",367564
"8460","4","Gm8","99",3308038
"8461","5","Gm8","99",13468582
"8462","6","Gm8","99",269606
"8463","7","Gm8","99",440266
"8464","1","Gm9","99",1089608
"8465","2","Gm9","99",492077
"8466","3","Gm9","99",24814
"8467","4","Gm9","99",723055
"8468","5","Gm9","99",854788
"8469","6","Gm9","99",44348
"8470","7","Gm9","99",54374
"8471","1","Gs1","99",703623
"8472","2","Gs1","99",90122
"8473","3","Gs1","99",4116
"8474","4","Gs1","99",25806
"8475","5","Gs1","99",67004
"8476","6","Gs1","99",700
"8477","7","Gs1","99",456662
"8478","1","Gs10","99",18940549
"8479","2","Gs10","99",1657049
"8480","3","Gs10","99",60700
"8481","4","Gs10","99",1718270
"8482","5","Gs10","99",2781048
"8483","6","Gs10","99",2947
"8484","7","Gs10","99",2200969
"8485","1","Gs11","99",2551814
"8486","2","Gs11","99",895531
"8487","3","Gs11","99",54327
"8488","4","Gs11","99",719027
"8489","5","Gs11","99",851293
"8490","6","Gs11","99",898
"8491","7","Gs11","99",782505
"8492","1","Gs12","99",11745210
"8493","2","Gs12","99",2426980
"8494","3","Gs12","99",79540
"8495","4","Gs12","99",1939787
"8496","5","Gs12","99",4700951
"8497","6","Gs12","99",4741
"8498","7","Gs12","99",923104
"8499","1","Gs13","99",370666
"8500","2","Gs13","99",207875
"8501","3","Gs13","99",53020
"8502","4","Gs13","99",44617
"8503","5","Gs13","99",550740
"8504","6","Gs13","99",1130
"8505","7","Gs13","99",4352
"8506","1","Gs14","99",5339647
"8507","2","Gs14","99",1475831
"8508","3","Gs14","99",15473
"8509","4","Gs14","99",2331554
"8510","5","Gs14","99",3552100
"8511","6","Gs14","99",6713
"8512","7","Gs14","99",482862
"8513","1","Gs15","99",9270035
"8514","2","Gs15","99",1363883
"8515","3","Gs15","99",132207
"8516","4","Gs15","99",1242480
"8517","5","Gs15","99",3244296
"8518","6","Gs15","99",3530
"8519","7","Gs15","99",86723
"8520","1","Gs16","99",7450550
"8521","2","Gs16","99",358894
"8522","3","Gs16","99",37922
"8523","4","Gs16","99",471335
"8524","5","Gs16","99",678687
"8525","6","Gs16","99",3889
"8526","7","Gs16","99",14459
"8527","1","Gs17","99",10426997
"8528","2","Gs17","99",55019
"8529","3","Gs17","99",11008
"8530","4","Gs17","99",36675
"8531","5","Gs17","99",71818
"8532","6","Gs17","99",1647
"8533","7","Gs17","99",2305
"8534","1","Gs18","99",3518479
"8535","2","Gs18","99",28095
"8536","3","Gs18","99",2594
"8537","4","Gs18","99",10071
"8538","5","Gs18","99",23881
"8539","6","Gs18","99",206
"8540","7","Gs18","99",1504
"8541","1","Gs19","99",3336622
"8542","2","Gs19","99",1305689
"8543","3","Gs19","99",69204
"8544","4","Gs19","99",1165685
"8545","5","Gs19","99",1387942
"8546","6","Gs19","99",4280
"8547","7","Gs19","99",291169
"8548","1","Gs2","99",3107057
"8549","2","Gs2","99",206783
"8550","3","Gs2","99",1266
"8551","4","Gs2","99",125532
"8552","5","Gs2","99",277710
"8553","6","Gs2","99",276
"8554","7","Gs2","99",145104
"8555","1","Gs20","99",5643805
"8556","2","Gs20","99",2532694
"8557","3","Gs20","99",16024
"8558","4","Gs20","99",2977627
"8559","5","Gs20","99",2737011
"8560","6","Gs20","99",2082
"8561","7","Gs20","99",1792242
"8562","1","Gs3","99",3909728
"8563","2","Gs3","99",190562
"8564","3","Gs3","99",17636
"8565","4","Gs3","99",43274
"8566","5","Gs3","99",72233
"8567","6","Gs3","99",76
"8568","7","Gs3","99",122186
"8569","1","Gs4","99",10607325
"8570","2","Gs4","99",2605682
"8571","3","Gs4","99",267222
"8572","4","Gs4","99",1288405
"8573","5","Gs4","99",3240981
"8574","6","Gs4","99",28170
"8575","7","Gs4","99",563280
"8576","1","Gs6","99",8259031
"8577","2","Gs6","99",2076783
"8578","3","Gs6","99",103868
"8579","4","Gs6","99",766060
"8580","5","Gs6","99",1739061
"8581","6","Gs6","99",22925
"8582","7","Gs6","99",100943
"8583","1","Gs7","99",5916712
"8584","2","Gs7","99",2342746
"8585","3","Gs7","99",45215
"8586","4","Gs7","99",1111356
"8587","5","Gs7","99",2184054
"8588","6","Gs7","99",13327
"8589","7","Gs7","99",20607
"8590","1","Gs8","99",4160650
"8591","2","Gs8","99",755937
"8592","3","Gs8","99",90844
"8593","4","Gs8","99",127408
"8594","5","Gs8","99",1256791
"8595","6","Gs8","99",861
"8596","7","Gs8","99",763548
"8597","1","Gs9","99",5050072
"8598","2","Gs9","99",2021308
"8599","3","Gs9","99",47417
"8600","4","Gs9","99",1833343
"8601","5","Gs9","99",2450928
"8602","6","Gs9","99",2122
"8603","7","Gs9","99",6025394
"8604","1","NKb1","99",11593583
"8605","2","NKb1","99",15853
"8606","3","NKb1","99",1166
"8607","4","NKb1","99",9436
"8608","5","NKb1","99",53577
"8609","6","NKb1","99",4311
"8610","7","NKb1","99",84
"8611","1","NKb2","99",1503480
"8612","2","NKb2","99",729
"8613","3","NKb2","99",51
"8614","4","NKb2","99",2621
"8615","5","NKb2","99",11587
"8616","6","NKb2","99",252
"8617","7","NKb2","99",0
"8618","1","NKb3","99",102299989
"8619","2","NKb3","99",196609
"8620","3","NKb3","99",19461
"8621","4","NKb3","99",346108
"8622","5","NKb3","99",228252
"8623","6","NKb3","99",40606
"8624","7","NKb3","99",2215
"8625","1","NKb4","99",6675798
"8626","2","NKb4","99",7133
"8627","3","NKb4","99",21
"8628","4","NKb4","99",3691
"8629","5","NKb4","99",601
"8630","6","NKb4","99",5756
"8631","7","NKb4","99",0
"8632","1","NKb5","99",21358831
"8633","2","NKb5","99",63579
"8634","3","NKb5","99",14348
"8635","4","NKb5","99",121741
"8636","5","NKb5","99",26266
"8637","6","NKb5","99",12206
"8638","7","NKb5","99",110
"8639","1","NKb6","99",102274928
"8640","2","NKb6","99",377510
"8641","3","NKb6","99",76467
"8642","4","NKb6","99",206604
"8643","5","NKb6","99",113775
"8644","6","NKb6","99",76682
"8645","7","NKb6","99",705
"8646","1","NKl1","99",50186841
"8647","2","NKl1","99",130203
"8648","3","NKl1","99",34916
"8649","4","NKl1","99",104419
"8650","5","NKl1","99",49664
"8651","6","NKl1","99",6635
"8652","7","NKl1","99",2185
"8653","1","NKl2","99",20410727
"8654","2","NKl2","99",146802
"8655","3","NKl2","99",47276
"8656","4","NKl2","99",76480
"8657","5","NKl2","99",113871
"8658","6","NKl2","99",7595
"8659","7","NKl2","99",657
"8660","1","NKl4","99",1708032
"8661","2","NKl4","99",26819
"8662","3","NKl4","99",2547
"8663","4","NKl4","99",7047
"8664","5","NKl4","99",111531
"8665","6","NKl4","99",70
"8666","7","NKl4","99",687
"8667","1","NKu1","99",42412552
"8668","2","NKu1","99",259424
"8669","3","NKu1","99",59837
"8670","4","NKu1","99",60288
"8671","5","NKu1","99",70087
"8672","6","NKu1","99",9499
"8673","7","NKu1","99",2252
"8674","1","NKu2","99",29265902
"8675","2","NKu2","99",34850
"8676","3","NKu2","99",7590
"8677","4","NKu2","99",17391
"8678","5","NKu2","99",7227
"8679","6","NKu2","99",2093
"8680","7","NKu2","99",636
"8681","1","NKu3","99",100010599
"8682","2","NKu3","99",1765059
"8683","3","NKu3","99",136305
"8684","4","NKu3","99",266628
"8685","5","NKu3","99",3328990
"8686","6","NKu3","99",115342
"8687","7","NKu3","99",61395
"8688","1","NKu4","99",120210613
"8689","2","NKu4","99",1855687
"8690","3","NKu4","99",835646
"8691","4","NKu4","99",211518
"8692","5","NKu4","99",1422911
"8693","6","NKu4","99",6915
"8694","7","NKu4","99",42796
"8695","1","NOTVEG","99",2289876
"8696","2","NOTVEG","99",72385
"8697","3","NOTVEG","99",20377
"8698","4","NOTVEG","99",45143
"8699","5","NOTVEG","99",36459
"8700","6","NOTVEG","99",11206
"8701","7","NOTVEG","99",912
"8702","1","SKk1","99",4167125
"8703","2","SKk1","99",6335
"8704","3","SKk1","99",16
"8705","4","SKk1","99",6944
"8706","5","SKk1","99",93
"8707","6","SKk1","99",3922
"8708","7","SKk1","99",0
"8709","1","SKk2","99",322887
"8710","2","SKk2","99",1067
"8711","3","SKk2","99",0
"8712","4","SKk2","99",418
"8713","5","SKk2","99",0
"8714","6","SKk2","99",392
"8715","7","SKk2","99",0
"8716","1","SKk3","99",3247074
"8717","2","SKk3","99",17600
"8718","3","SKk3","99",621
"8719","4","SKk3","99",7443
"8720","5","SKk3","99",19842
"8721","6","SKk3","99",9422
"8722","7","SKk3","99",213
"8723","1","SKk4","99",2448431
"8724","2","SKk4","99",5209
"8725","3","SKk4","99",232
"8726","4","SKk4","99",3502
"8727","5","SKk4","99",1097
"8728","6","SKk4","99",335
"8729","7","SKk4","99",64
"8730","1","SKk5","99",2072942
"8731","2","SKk5","99",82368
"8732","3","SKk5","99",1848
"8733","4","SKk5","99",27877
"8734","5","SKk5","99",264073
"8735","6","SKk5","99",21023
"8736","7","SKk5","99",1194
"8737","1","SKk6","99",142580
"8738","2","SKk6","99",1390
"8739","3","SKk6","99",67
"8740","4","SKk6","99",567
"8741","5","SKk6","99",1990
"8742","6","SKk6","99",2946
"8743","7","SKk6","99",26
"8744","1","SKk7","99",327153
"8745","2","SKk7","99",30689
"8746","3","SKk7","99",27037
"8747","4","SKk7","99",12477
"8748","5","SKk7","99",63615
"8749","6","SKk7","99",170
"8750","7","SKk7","99",1893
"8751","1","SKk8","99",1579
"8752","2","SKk8","99",875
"8753","3","SKk8","99",0
"8754","4","SKk8","99",5
"8755","5","SKk8","99",4684
"8756","6","SKk8","99",0
"8757","7","SKk8","99",7
"8758","1","SKk9","99",350567
"8759","2","SKk9","99",4459
"8760","3","SKk9","99",268
"8761","4","SKk9","99",257
"8762","5","SKk9","99",1289
"8763","6","SKk9","99",0
"8764","7","SKk9","99",74
"8765","1","SKn1","99",18355012
"8766","2","SKn1","99",414695
"8767","3","SKn1","99",401
"8768","4","SKn1","99",44027
"8769","5","SKn1","99",124368
"8770","6","SKn1","99",16903
"8771","7","SKn1","99",0
"8772","1","SKn2","99",1335509
"8773","2","SKn2","99",8453
"8774","3","SKn2","99",52
"8775","4","SKn2","99",1713
"8776","5","SKn2","99",2076
"8777","6","SKn2","99",528
"8778","7","SKn2","99",0
"8779","1","SKn3","99",7227560
"8780","2","SKn3","99",344369
"8781","3","SKn3","99",352
"8782","4","SKn3","99",36512
"8783","5","SKn3","99",150219
"8784","6","SKn3","99",10978
"8785","7","SKn3","99",0
"8786","1","SKn4","99",11453165
"8787","2","SKn4","99",482783
"8788","3","SKn4","99",128
"8789","4","SKn4","99",28444
"8790","5","SKn4","99",611497
"8791","6","SKn4","99",25517
"8792","7","SKn4","99",0
"8793","1","SKn5","99",1626346
"8794","2","SKn5","99",2999
"8795","3","SKn5","99",6
"8796","4","SKn5","99",2525
"8797","5","SKn5","99",494
"8798","6","SKn5","99",989
"8799","7","SKn5","99",0
"8800","1","SKn6","99",978765
"8801","2","SKn6","99",5969
"8802","3","SKn6","99",57
"8803","4","SKn6","99",182
"8804","5","SKn6","99",7012
"8805","6","SKn6","99",1
"8806","7","SKn6","99",0
"8807","1","SKn7","99",2269828
"8808","2","SKn7","99",65769
"8809","3","SKn7","99",28
"8810","4","SKn7","99",2384
"8811","5","SKn7","99",153326
"8812","6","SKn7","99",1537
"8813","7","SKn7","99",0
"8814","1","SKr1","99",2999354
"8815","2","SKr1","99",598
"8816","3","SKr1","99",55
"8817","4","SKr1","99",765
"8818","5","SKr1","99",0
"8819","6","SKr1","99",231
"8820","7","SKr1","99",0
"8821","1","SKr10","99",317856
"8822","2","SKr10","99",563
"8823","3","SKr10","99",0
"8824","4","SKr10","99",420
"8825","5","SKr10","99",0
"8826","6","SKr10","99",85
"8827","7","SKr10","99",0
"8828","1","SKr11","99",320301
"8829","2","SKr11","99",210
"8830","3","SKr11","99",0
"8831","4","SKr11","99",2455
"8832","5","SKr11","99",0
"8833","6","SKr11","99",222
"8834","7","SKr11","99",0
"8835","1","SKr12","99",1529742
"8836","2","SKr12","99",272
"8837","3","SKr12","99",2
"8838","4","SKr12","99",202
"8839","5","SKr12","99",0
"8840","6","SKr12","99",148
"8841","7","SKr12","99",0
"8842","1","SKr13","99",1804579
"8843","2","SKr13","99",867
"8844","3","SKr13","99",6
"8845","4","SKr13","99",1094
"8846","5","SKr13","99",0
"8847","6","SKr13","99",144
"8848","7","SKr13","99",0
"8849","1","SKr14","99",913039
"8850","2","SKr14","99",518
"8851","3","SKr14","99",0
"8852","4","SKr14","99",230
"8853","5","SKr14","99",0
"8854","6","SKr14","99",121
"8855","7","SKr14","99",0
"8856","1","SKr15","99",500760
"8857","2","SKr15","99",87480
"8858","3","SKr15","99",0
"8859","4","SKr15","99",139
"8860","5","SKr15","99",16068
"8861","6","SKr15","99",1
"8862","7","SKr15","99",0
"8863","1","SKr16","99",1080838
"8864","2","SKr16","99",240
"8865","3","SKr16","99",31
"8866","4","SKr16","99",355
"8867","5","SKr16","99",0
"8868","6","SKr16","99",648
"8869","7","SKr16","99",0
"8870","1","SKr17","99",649165
"8871","2","SKr17","99",561
"8872","3","SKr17","99",0
"8873","4","SKr17","99",772
"8874","5","SKr17","99",0
"8875","6","SKr17","99",1366
"8876","7","SKr17","99",0
"8877","1","SKr18","99",2030905
"8878","2","SKr18","99",3043
"8879","3","SKr18","99",141
"8880","4","SKr18","99",953
"8881","5","SKr18","99",5
"8882","6","SKr18","99",9405
"8883","7","SKr18","99",0
"8884","1","SKr19","99",919286
"8885","2","SKr19","99",1449
"8886","3","SKr19","99",953
"8887","4","SKr19","99",2058
"8888","5","SKr19","99",8
"8889","6","SKr19","99",6128
"8890","7","SKr19","99",26
"8891","1","SKr2","99",478328
"8892","2","SKr2","99",193
"8893","3","SKr2","99",0
"8894","4","SKr2","99",1715
"8895","5","SKr2","99",0
"8896","6","SKr2","99",48
"8897","7","SKr2","99",0
"8898","1","SKr3","99",426844
"8899","2","SKr3","99",49
"8900","3","SKr3","99",20
"8901","4","SKr3","99",23
"8902","5","SKr3","99",0
"8903","6","SKr3","99",0
"8904","7","SKr3","99",0
"8905","1","SKr4","99",2067903
"8906","2","SKr4","99",17893
"8907","3","SKr4","99",0
"8908","4","SKr4","99",2110
"8909","5","SKr4","99",0
"8910","6","SKr4","99",2656
"8911","7","SKr4","99",0
"8912","1","SKr5","99",45913
"8913","2","SKr5","99",0
"8914","3","SKr5","99",0
"8915","4","SKr5","99",0
"8916","5","SKr5","99",0
"8917","6","SKr5","99",0
"8918","7","SKr5","99",0
"8919","1","SKr6","99",164558
"8920","2","SKr6","99",114
"8921","3","SKr6","99",0
"8922","4","SKr6","99",0
"8923","5","SKr6","99",0
"8924","6","SKr6","99",10
"8925","7","SKr6","99",0
"8926","1","SKr7","99",816386
"8927","2","SKr7","99",204
"8928","3","SKr7","99",1
"8929","4","SKr7","99",1194
"8930","5","SKr7","99",0
"8931","6","SKr7","99",89
"8932","7","SKr7","99",0
"8933","1","SKr8","99",126276
"8934","2","SKr8","99",51
"8935","3","SKr8","99",67
"8936","4","SKr8","99",0
"8937","5","SKr8","99",0
"8938","6","SKr8","99",0
"8939","7","SKr8","99",0
"8940","1","SKr9","99",8163
"8941","2","SKr9","99",0
"8942","3","SKr9","99",0
"8943","4","SKr9","99",0
"8944","5","SKr9","99",0
"8945","6","SKr9","99",0
"8946","7","SKr9","99",0
"8947","1","SKs1","99",777519
"8948","2","SKs1","99",39678
"8949","3","SKs1","99",495
"8950","4","SKs1","99",8431
"8951","5","SKs1","99",0
"8952","6","SKs1","99",443930
"8953","7","SKs1","99",0
"8954","1","SKs10","99",334996
"8955","2","SKs10","99",5319
"8956","3","SKs10","99",0
"8957","4","SKs10","99",757
"8958","5","SKs10","99",0
