"","nlc2022_7class","T_MAPCODE","coct_cond10","n"
"12410","6","SKv7","8",0
"12411","7","SKv7","8",0
"12412","1","SKv8","8",0
"12413","2","SKv8","8",0
"12414","3","SKv8","8",0
"12415","4","SKv8","8",0
"12416","5","SKv8","8",0
"12417","6","SKv8","8",0
"12418","7","SKv8","8",0
"12419","1","SVcb1","8",0
"12420","2","SVcb1","8",0
"12421","3","SVcb1","8",0
"12422","4","SVcb1","8",0
"12423","5","SVcb1","8",0
"12424","6","SVcb1","8",0
"12425","7","SVcb1","8",0
"12426","1","SVcb10","8",0
"12427","2","SVcb10","8",0
"12428","3","SVcb10","8",0
"12429","4","SVcb10","8",0
"12430","5","SVcb10","8",0
"12431","6","SVcb10","8",0
"12432","7","SVcb10","8",0
"12433","1","SVcb11","8",0
"12434","2","SVcb11","8",0
"12435","3","SVcb11","8",0
"12436","4","SVcb11","8",0
"12437","5","SVcb11","8",0
"12438","6","SVcb11","8",0
