"","nlc2022_7class","T_MAPCODE","coct_cond10","n"
"4727","2","FS1","2",0
"4728","3","FS1","2",0
"4729","4","FS1","2",0
"4730","5","FS1","2",0
"4731","6","FS1","2",0
"4732","7","FS1","2",0
"4733","1","FS10","2",0
"4734","2","FS10","2",0
"4735","3","FS10","2",0
"4736","4","FS10","2",0
"4737","5","FS10","2",0
"4738","6","FS10","2",0
"4739","7","FS10","2",0
"4740","1","FS11","2",0
"4741","2","FS11","2",0
"4742","3","FS11","2",0
"4743","4","FS11","2",0
"4744","5","FS11","2",0
"4745","6","FS11","2",0
"4746","7","FS11","2",0
"4747","1","FS12","2",0
"4748","2","FS12","2",0
"4749","3","FS12","2",0
"4750","4","FS12","2",0
"4751","5","FS12","2",0
"4752","6","FS12","2",0
"4753","7","FS12","2",0
"4754","1","FS13","2",0
"4755","2","FS13","2",0
"4756","3","FS13","2",0
"4757","4","FS13","2",0
"4758","5","FS13","2",0
"4759","6","FS13","2",0
"4760","7","FS13","2",0
"4761","1","FS14","2",0
"4762","2","FS14","2",0
"4763","3","FS14","2",0
"4764","4","FS14","2",0
"4765","5","FS14","2",0
"4766","6","FS14","2",0
"4767","7","FS14","2",0
"4768","1","FS2","2",0
"4769","2","FS2","2",0
"4770","3","FS2","2",0
"4771","4","FS2","2",0
"4772","5","FS2","2",0
"4773","6","FS2","2",0
"4774","7","FS2","2",0
"4775","1","FS3","2",0
"4776","2","FS3","2",0
"4777","3","FS3","2",0
"4778","4","FS3","2",0
"4779","5","FS3","2",0
"4780","6","FS3","2",0
"4781","7","FS3","2",0
"4782","1","FS4","2",0
"4783","2","FS4","2",0
"4784","3","FS4","2",0
"4785","4","FS4","2",0
"4786","5","FS4","2",0
"4787","6","FS4","2",0
"4788","7","FS4","2",0
"4789","1","FS5","2",0
"4790","2","FS5","2",0
"4791","3","FS5","2",0
"4792","4","FS5","2",0
"4793","5","FS5","2",0
"4794","6","FS5","2",0
"4795","7","FS5","2",0
"4796","1","FS6","2",53149
"4797","2","FS6","2",5426
"4798","3","FS6","2",216
"4799","4","FS6","2",9045
"4800","5","FS6","2",106
"4801","6","FS6","2",4075
"4802","7","FS6","2",2037
"4803","1","FS7","2",0
"4804","2","FS7","2",0
"4805","3","FS7","2",0
"4806","4","FS7","2",0
"4807","5","FS7","2",0
"4808","6","FS7","2",0
"4809","7","FS7","2",0
"4810","1","FS9","2",0
"4811","2","FS9","2",0
"4812","3","FS9","2",0
"4813","4","FS9","2",0
"4814","5","FS9","2",0
"4815","6","FS9","2",0
"4816","7","FS9","2",0
"4817","1","Gd1","2",0
"4818","2","Gd1","2",0
"4819","3","Gd1","2",0
"4820","4","Gd1","2",0
"4821","5","Gd1","2",0
"4822","6","Gd1","2",0
"4823","7","Gd1","2",0
"4824","1","Gd10","2",0
"4825","2","Gd10","2",0
"4826","3","Gd10","2",0
"4827","4","Gd10","2",0
"4828","5","Gd10","2",0
"4829","6","Gd10","2",0
"4830","7","Gd10","2",0
"4831","1","Gd2","2",0
"4832","2","Gd2","2",0
"4833","3","Gd2","2",0
"4834","4","Gd2","2",0
"4835","5","Gd2","2",0
"4836","6","Gd2","2",0
"4837","7","Gd2","2",0
"4838","1","Gd3","2",0
"4839","2","Gd3","2",0
"4840","3","Gd3","2",0
"4841","4","Gd3","2",0
"4842","5","Gd3","2",0
"4843","6","Gd3","2",0
"4844","7","Gd3","2",0
"4845","1","Gd4","2",0
"4846","2","Gd4","2",0
"4847","3","Gd4","2",0
"4848","4","Gd4","2",0
"4849","5","Gd4","2",0
"4850","6","Gd4","2",0
"4851","7","Gd4","2",0
"4852","1","Gd5","2",0
"4853","2","Gd5","2",0
"4854","3","Gd5","2",0
"4855","4","Gd5","2",0
"4856","5","Gd5","2",0
"4857","6","Gd5","2",0
"4858","7","Gd5","2",0
"4859","1","Gd6","2",0
"4860","2","Gd6","2",0
"4861","3","Gd6","2",0
"4862","4","Gd6","2",0
"4863","5","Gd6","2",0
"4864","6","Gd6","2",0
"4865","7","Gd6","2",0
"4866","1","Gd7","2",0
"4867","2","Gd7","2",0
"4868","3","Gd7","2",0
"4869","4","Gd7","2",0
"4870","5","Gd7","2",0
"4871","6","Gd7","2",0
"4872","7","Gd7","2",0
"4873","1","Gd8","2",0
"4874","2","Gd8","2",0
"4875","3","Gd8","2",0
"4876","4","Gd8","2",0
"4877","5","Gd8","2",0
"4878","6","Gd8","2",0
"4879","7","Gd8","2",0
"4880","1","Gd9","2",0
"4881","2","Gd9","2",0
"4882","3","Gd9","2",0
"4883","4","Gd9","2",0
"4884","5","Gd9","2",0
"4885","6","Gd9","2",0
"4886","7","Gd9","2",0
"4887","1","Gh1","2",0
"4888","2","Gh1","2",0
"4889","3","Gh1","2",0
"4890","4","Gh1","2",0
"4891","5","Gh1","2",0
"4892","6","Gh1","2",0
"4893","7","Gh1","2",0
"4894","1","Gh10","2",0
"4895","2","Gh10","2",0
"4896","3","Gh10","2",0
"4897","4","Gh10","2",0
"4898","5","Gh10","2",0
"4899","6","Gh10","2",0
"4900","7","Gh10","2",0
"4901","1","Gh11","2",0
"4902","2","Gh11","2",0
"4903","3","Gh11","2",0
"4904","4","Gh11","2",0
"4905","5","Gh11","2",0
"4906","6","Gh11","2",0
"4907","7","Gh11","2",0
"4908","1","Gh12","2",0
"4909","2","Gh12","2",0
"4910","3","Gh12","2",0
"4911","4","Gh12","2",0
"4912","5","Gh12","2",0
"4913","6","Gh12","2",0
"4914","7","Gh12","2",0
"4915","1","Gh13","2",0
"4916","2","Gh13","2",0
"4917","3","Gh13","2",0
"4918","4","Gh13","2",0
"4919","5","Gh13","2",0
"4920","6","Gh13","2",0
"4921","7","Gh13","2",0
"4922","1","Gh14","2",0
"4923","2","Gh14","2",0
"4924","3","Gh14","2",0
"4925","4","Gh14","2",0
"4926","5","Gh14","2",0
"4927","6","Gh14","2",0
"4928","7","Gh14","2",0
"4929","1","Gh15","2",0
"4930","2","Gh15","2",0
"4931","3","Gh15","2",0
"4932","4","Gh15","2",0
"4933","5","Gh15","2",0
"4934","6","Gh15","2",0
"4935","7","Gh15","2",0
"4936","1","Gh2","2",0
"4937","2","Gh2","2",0
"4938","3","Gh2","2",0
"4939","4","Gh2","2",0
"4940","5","Gh2","2",0
"4941","6","Gh2","2",0
"4942","7","Gh2","2",0
"4943","1","Gh3","2",0
"4944","2","Gh3","2",0
"4945","3","Gh3","2",0
"4946","4","Gh3","2",0
"4947","5","Gh3","2",0
"4948","6","Gh3","2",0
"4949","7","Gh3","2",0
"4950","1","Gh4","2",0
"4951","2","Gh4","2",0
"4952","3","Gh4","2",0
"4953","4","Gh4","2",0
"4954","5","Gh4","2",0
"4955","6","Gh4","2",0
"4956","7","Gh4","2",0
"4957","1","Gh5","2",0
"4958","2","Gh5","2",0
"4959","3","Gh5","2",0
"4960","4","Gh5","2",0
"4961","5","Gh5","2",0
"4962","6","Gh5","2",0
"4963","7","Gh5","2",0
"4964","1","Gh6","2",0
"4965","2","Gh6","2",0
"4966","3","Gh6","2",0
"4967","4","Gh6","2",0
"4968","5","Gh6","2",0
"4969","6","Gh6","2",0
"4970","7","Gh6","2",0
"4971","1","Gh7","2",0
"4972","2","Gh7","2",0
"4973","3","Gh7","2",0
"4974","4","Gh7","2",0
"4975","5","Gh7","2",0
"4976","6","Gh7","2",0
"4977","7","Gh7","2",0
"4978","1","Gh8","2",0
"4979","2","Gh8","2",0
"4980","3","Gh8","2",0
"4981","4","Gh8","2",0
"4982","5","Gh8","2",0
"4983","6","Gh8","2",0
"4984","7","Gh8","2",0
"4985","1","Gh9","2",0
"4986","2","Gh9","2",0
"4987","3","Gh9","2",0
"4988","4","Gh9","2",0
"4989","5","Gh9","2",0
"4990","6","Gh9","2",0
"4991","7","Gh9","2",0
"4992","1","Gm1","2",0
"4993","2","Gm1","2",0
"4994","3","Gm1","2",0
"4995","4","Gm1","2",0
"4996","5","Gm1","2",0
"4997","6","Gm1","2",0
"4998","7","Gm1","2",0
"4999","1","Gm10","2",0
"5000","2","Gm10","2",0
"5001","3","Gm10","2",0
"5002","4","Gm10","2",0
"5003","5","Gm10","2",0
"5004","6","Gm10","2",0
"5005","7","Gm10","2",0
"5006","1","Gm11","2",0
"5007","2","Gm11","2",0
"5008","3","Gm11","2",0
"5009","4","Gm11","2",0
"5010","5","Gm11","2",0
"5011","6","Gm11","2",0
"5012","7","Gm11","2",0
"5013","1","Gm12","2",0
"5014","2","Gm12","2",0
"5015","3","Gm12","2",0
"5016","4","Gm12","2",0
"5017","5","Gm12","2",0
"5018","6","Gm12","2",0
"5019","7","Gm12","2",0
"5020","1","Gm13","2",0
"5021","2","Gm13","2",0
"5022","3","Gm13","2",0
"5023","4","Gm13","2",0
"5024","5","Gm13","2",0
"5025","6","Gm13","2",0
"5026","7","Gm13","2",0
"5027","1","Gm14","2",0
"5028","2","Gm14","2",0
"5029","3","Gm14","2",0
"5030","4","Gm14","2",0
"5031","5","Gm14","2",0
"5032","6","Gm14","2",0
"5033","7","Gm14","2",0
"5034","1","Gm15","2",0
"5035","2","Gm15","2",0
"5036","3","Gm15","2",0
"5037","4","Gm15","2",0
"5038","5","Gm15","2",0
"5039","6","Gm15","2",0
"5040","7","Gm15","2",0
"5041","1","Gm16","2",0
"5042","2","Gm16","2",0
"5043","3","Gm16","2",0
"5044","4","Gm16","2",0
"5045","5","Gm16","2",0
"5046","6","Gm16","2",0
"5047","7","Gm16","2",0
"5048","1","Gm17","2",0
"5049","2","Gm17","2",0
"5050","3","Gm17","2",0
"5051","4","Gm17","2",0
"5052","5","Gm17","2",0
"5053","6","Gm17","2",0
"5054","7","Gm17","2",0
"5055","1","Gm19","2",0
"5056","2","Gm19","2",0
"5057","3","Gm19","2",0
"5058","4","Gm19","2",0
"5059","5","Gm19","2",0
"5060","6","Gm19","2",0
"5061","7","Gm19","2",0
"5062","1","Gm2","2",0
"5063","2","Gm2","2",0
"5064","3","Gm2","2",0
"5065","4","Gm2","2",0
"5066","5","Gm2","2",0
"5067","6","Gm2","2",0
"5068","7","Gm2","2",0
"5069","1","Gm20","2",0
"5070","2","Gm20","2",0
"5071","3","Gm20","2",0
"5072","4","Gm20","2",0
"5073","5","Gm20","2",0
"5074","6","Gm20","2",0
"5075","7","Gm20","2",0
"5076","1","Gm21","2",0
"5077","2","Gm21","2",0
"5078","3","Gm21","2",0
"5079","4","Gm21","2",0
"5080","5","Gm21","2",0
"5081","6","Gm21","2",0
"5082","7","Gm21","2",0
"5083","1","Gm22","2",0
"5084","2","Gm22","2",0
"5085","3","Gm22","2",0
"5086","4","Gm22","2",0
"5087","5","Gm22","2",0
"5088","6","Gm22","2",0
"5089","7","Gm22","2",0
"5090","1","Gm23","2",0
"5091","2","Gm23","2",0
"5092","3","Gm23","2",0
"5093","4","Gm23","2",0
"5094","5","Gm23","2",0
"5095","6","Gm23","2",0
"5096","7","Gm23","2",0
"5097","1","Gm24","2",0
"5098","2","Gm24","2",0
"5099","3","Gm24","2",0
"5100","4","Gm24","2",0
"5101","5","Gm24","2",0
"5102","6","Gm24","2",0
"5103","7","Gm24","2",0
"5104","1","Gm25","2",0
"5105","2","Gm25","2",0
"5106","3","Gm25","2",0
"5107","4","Gm25","2",0
"5108","5","Gm25","2",0
"5109","6","Gm25","2",0
"5110","7","Gm25","2",0
"5111","1","Gm26","2",0
"5112","2","Gm26","2",0
"5113","3","Gm26","2",0
"5114","4","Gm26","2",0
"5115","5","Gm26","2",0
"5116","6","Gm26","2",0
"5117","7","Gm26","2",0
"5118","1","Gm27","2",0
"5119","2","Gm27","2",0
"5120","3","Gm27","2",0
"5121","4","Gm27","2",0
"5122","5","Gm27","2",0
"5123","6","Gm27","2",0
"5124","7","Gm27","2",0
"5125","1","Gm28","2",0
"5126","2","Gm28","2",0
"5127","3","Gm28","2",0
"5128","4","Gm28","2",0
"5129","5","Gm28","2",0
"5130","6","Gm28","2",0
"5131","7","Gm28","2",0
"5132","1","Gm29","2",0
"5133","2","Gm29","2",0
"5134","3","Gm29","2",0
"5135","4","Gm29","2",0
"5136","5","Gm29","2",0
"5137","6","Gm29","2",0
"5138","7","Gm29","2",0
"5139","1","Gm3","2",0
"5140","2","Gm3","2",0
"5141","3","Gm3","2",0
"5142","4","Gm3","2",0
"5143","5","Gm3","2",0
"5144","6","Gm3","2",0
"5145","7","Gm3","2",0
"5146","1","Gm30","2",0
"5147","2","Gm30","2",0
"5148","3","Gm30","2",0
"5149","4","Gm30","2",0
"5150","5","Gm30","2",0
"5151","6","Gm30","2",0
"5152","7","Gm30","2",0
"5153","1","Gm31","2",0
"5154","2","Gm31","2",0
"5155","3","Gm31","2",0
"5156","4","Gm31","2",0
"5157","5","Gm31","2",0
"5158","6","Gm31","2",0
"5159","7","Gm31","2",0
"5160","1","Gm4","2",0
"5161","2","Gm4","2",0
"5162","3","Gm4","2",0
"5163","4","Gm4","2",0
"5164","5","Gm4","2",0
"5165","6","Gm4","2",0
"5166","7","Gm4","2",0
"5167","1","Gm5","2",0
"5168","2","Gm5","2",0
"5169","3","Gm5","2",0
"5170","4","Gm5","2",0
"5171","5","Gm5","2",0
"5172","6","Gm5","2",0
"5173","7","Gm5","2",0
"5174","1","Gm6","2",0
"5175","2","Gm6","2",0
"5176","3","Gm6","2",0
"5177","4","Gm6","2",0
"5178","5","Gm6","2",0
"5179","6","Gm6","2",0
"5180","7","Gm6","2",0
"5181","1","Gm7","2",0
"5182","2","Gm7","2",0
"5183","3","Gm7","2",0
"5184","4","Gm7","2",0
"5185","5","Gm7","2",0
"5186","6","Gm7","2",0
"5187","7","Gm7","2",0
"5188","1","Gm8","2",0
"5189","2","Gm8","2",0
"5190","3","Gm8","2",0
"5191","4","Gm8","2",0
"5192","5","Gm8","2",0
"5193","6","Gm8","2",0
"5194","7","Gm8","2",0
"5195","1","Gm9","2",0
"5196","2","Gm9","2",0
"5197","3","Gm9","2",0
"5198","4","Gm9","2",0
"5199","5","Gm9","2",0
"5200","6","Gm9","2",0
"5201","7","Gm9","2",0
"5202","1","Gs1","2",0
"5203","2","Gs1","2",0
"5204","3","Gs1","2",0
"5205","4","Gs1","2",0
"5206","5","Gs1","2",0
"5207","6","Gs1","2",0
"5208","7","Gs1","2",0
"5209","1","Gs10","2",0
"5210","2","Gs10","2",0
"5211","3","Gs10","2",0
"5212","4","Gs10","2",0
"5213","5","Gs10","2",0
"5214","6","Gs10","2",0
"5215","7","Gs10","2",0
"5216","1","Gs11","2",0
"5217","2","Gs11","2",0
"5218","3","Gs11","2",0
"5219","4","Gs11","2",0
"5220","5","Gs11","2",0
"5221","6","Gs11","2",0
"5222","7","Gs11","2",0
"5223","1","Gs12","2",0
"5224","2","Gs12","2",0
"5225","3","Gs12","2",0
"5226","4","Gs12","2",0
"5227","5","Gs12","2",0
"5228","6","Gs12","2",0
"5229","7","Gs12","2",0
"5230","1","Gs13","2",0
"5231","2","Gs13","2",0
"5232","3","Gs13","2",0
"5233","4","Gs13","2",0
"5234","5","Gs13","2",0
"5235","6","Gs13","2",0
"5236","7","Gs13","2",0
"5237","1","Gs14","2",0
"5238","2","Gs14","2",0
"5239","3","Gs14","2",0
"5240","4","Gs14","2",0
"5241","5","Gs14","2",0
"5242","6","Gs14","2",0
"5243","7","Gs14","2",0
"5244","1","Gs15","2",0
"5245","2","Gs15","2",0
"5246","3","Gs15","2",0
"5247","4","Gs15","2",0
"5248","5","Gs15","2",0
"5249","6","Gs15","2",0
"5250","7","Gs15","2",0
"5251","1","Gs16","2",0
"5252","2","Gs16","2",0
"5253","3","Gs16","2",0
"5254","4","Gs16","2",0
"5255","5","Gs16","2",0
"5256","6","Gs16","2",0
"5257","7","Gs16","2",0
"5258","1","Gs17","2",0
"5259","2","Gs17","2",0
"5260","3","Gs17","2",0
"5261","4","Gs17","2",0
"5262","5","Gs17","2",0
"5263","6","Gs17","2",0
"5264","7","Gs17","2",0
"5265","1","Gs18","2",0
"5266","2","Gs18","2",0
"5267","3","Gs18","2",0
"5268","4","Gs18","2",0
"5269","5","Gs18","2",0
"5270","6","Gs18","2",0
"5271","7","Gs18","2",0
"5272","1","Gs19","2",0
"5273","2","Gs19","2",0
"5274","3","Gs19","2",0
"5275","4","Gs19","2",0
"5276","5","Gs19","2",0
"5277","6","Gs19","2",0
"5278","7","Gs19","2",0
"5279","1","Gs2","2",0
"5280","2","Gs2","2",0
"5281","3","Gs2","2",0
"5282","4","Gs2","2",0
"5283","5","Gs2","2",0
"5284","6","Gs2","2",0
"5285","7","Gs2","2",0
"5286","1","Gs20","2",0
"5287","2","Gs20","2",0
"5288","3","Gs20","2",0
"5289","4","Gs20","2",0
"5290","5","Gs20","2",0
"5291","6","Gs20","2",0
"5292","7","Gs20","2",0
"5293","1","Gs3","2",0
"5294","2","Gs3","2",0
"5295","3","Gs3","2",0
"5296","4","Gs3","2",0
"5297","5","Gs3","2",0
"5298","6","Gs3","2",0
"5299","7","Gs3","2",0
"5300","1","Gs4","2",0
"5301","2","Gs4","2",0
"5302","3","Gs4","2",0
"5303","4","Gs4","2",0
"5304","5","Gs4","2",0
"5305","6","Gs4","2",0
"5306","7","Gs4","2",0
"5307","1","Gs6","2",0
"5308","2","Gs6","2",0
"5309","3","Gs6","2",0
"5310","4","Gs6","2",0
"5311","5","Gs6","2",0
"5312","6","Gs6","2",0
"5313","7","Gs6","2",0
"5314","1","Gs7","2",0
"5315","2","Gs7","2",0
"5316","3","Gs7","2",0
"5317","4","Gs7","2",0
"5318","5","Gs7","2",0
"5319","6","Gs7","2",0
"5320","7","Gs7","2",0
"5321","1","Gs8","2",0
"5322","2","Gs8","2",0
"5323","3","Gs8","2",0
"5324","4","Gs8","2",0
"5325","5","Gs8","2",0
"5326","6","Gs8","2",0
"5327","7","Gs8","2",0
"5328","1","Gs9","2",0
"5329","2","Gs9","2",0
"5330","3","Gs9","2",0
"5331","4","Gs9","2",0
"5332","5","Gs9","2",0
"5333","6","Gs9","2",0
"5334","7","Gs9","2",0
"5335","1","NKb1","2",0
"5336","2","NKb1","2",0
"5337","3","NKb1","2",0
"5338","4","NKb1","2",0
"5339","5","NKb1","2",0
"5340","6","NKb1","2",0
"5341","7","NKb1","2",0
"5342","1","NKb2","2",0
"5343","2","NKb2","2",0
"5344","3","NKb2","2",0
"5345","4","NKb2","2",0
"5346","5","NKb2","2",0
"5347","6","NKb2","2",0
"5348","7","NKb2","2",0
"5349","1","NKb3","2",0
"5350","2","NKb3","2",0
"5351","3","NKb3","2",0
"5352","4","NKb3","2",0
"5353","5","NKb3","2",0
"5354","6","NKb3","2",0
"5355","7","NKb3","2",0
"5356","1","NKb4","2",0
"5357","2","NKb4","2",0
"5358","3","NKb4","2",0
"5359","4","NKb4","2",0
"5360","5","NKb4","2",0
"5361","6","NKb4","2",0
"5362","7","NKb4","2",0
"5363","1","NKb5","2",0
"5364","2","NKb5","2",0
"5365","3","NKb5","2",0
"5366","4","NKb5","2",0
"5367","5","NKb5","2",0
"5368","6","NKb5","2",0
"5369","7","NKb5","2",0
"5370","1","NKb6","2",0
"5371","2","NKb6","2",0
"5372","3","NKb6","2",0
"5373","4","NKb6","2",0
"5374","5","NKb6","2",0
"5375","6","NKb6","2",0
"5376","7","NKb6","2",0
"5377","1","NKl1","2",0
"5378","2","NKl1","2",0
"5379","3","NKl1","2",0
"5380","4","NKl1","2",0
"5381","5","NKl1","2",0
"5382","6","NKl1","2",0
"5383","7","NKl1","2",0
"5384","1","NKl2","2",0
"5385","2","NKl2","2",0
"5386","3","NKl2","2",0
"5387","4","NKl2","2",0
"5388","5","NKl2","2",0
"5389","6","NKl2","2",0
"5390","7","NKl2","2",0
"5391","1","NKl4","2",0
"5392","2","NKl4","2",0
"5393","3","NKl4","2",0
"5394","4","NKl4","2",0
"5395","5","NKl4","2",0
"5396","6","NKl4","2",0
"5397","7","NKl4","2",0
"5398","1","NKu1","2",0
"5399","2","NKu1","2",0
"5400","3","NKu1","2",0
"5401","4","NKu1","2",0
"5402","5","NKu1","2",0
"5403","6","NKu1","2",0
"5404","7","NKu1","2",0
"5405","1","NKu2","2",0
"5406","2","NKu2","2",0
"5407","3","NKu2","2",0
"5408","4","NKu2","2",0
"5409","5","NKu2","2",0
"5410","6","NKu2","2",0
"5411","7","NKu2","2",0
"5412","1","NKu3","2",0
"5413","2","NKu3","2",0
"5414","3","NKu3","2",0
"5415","4","NKu3","2",0
"5416","5","NKu3","2",0
"5417","6","NKu3","2",0
"5418","7","NKu3","2",0
"5419","1","NKu4","2",0
"5420","2","NKu4","2",0
"5421","3","NKu4","2",0
"5422","4","NKu4","2",0
"5423","5","NKu4","2",0
"5424","6","NKu4","2",0
"5425","7","NKu4","2",0
"5426","1","NOTVEG","2",9229
"5427","2","NOTVEG","2",536
"5428","3","NOTVEG","2",17
"5429","4","NOTVEG","2",871
"5430","5","NOTVEG","2",0
"5431","6","NOTVEG","2",0
"5432","7","NOTVEG","2",0
"5433","1","SKk1","2",0
"5434","2","SKk1","2",0
"5435","3","SKk1","2",0
"5436","4","SKk1","2",0
"5437","5","SKk1","2",0
"5438","6","SKk1","2",0
"5439","7","SKk1","2",0
"5440","1","SKk2","2",0
"5441","2","SKk2","2",0
"5442","3","SKk2","2",0
"5443","4","SKk2","2",0
"5444","5","SKk2","2",0
"5445","6","SKk2","2",0
"5446","7","SKk2","2",0
"5447","1","SKk3","2",0
"5448","2","SKk3","2",0
"5449","3","SKk3","2",0
"5450","4","SKk3","2",0
"5451","5","SKk3","2",0
"5452","6","SKk3","2",0
"5453","7","SKk3","2",0
"5454","1","SKk4","2",0
"5455","2","SKk4","2",0
"5456","3","SKk4","2",0
"5457","4","SKk4","2",0
"5458","5","SKk4","2",0
"5459","6","SKk4","2",0
"5460","7","SKk4","2",0
"5461","1","SKk5","2",0
"5462","2","SKk5","2",0
"5463","3","SKk5","2",0
"5464","4","SKk5","2",0
"5465","5","SKk5","2",0
"5466","6","SKk5","2",0
"5467","7","SKk5","2",0
"5468","1","SKk6","2",0
"5469","2","SKk6","2",0
"5470","3","SKk6","2",0
"5471","4","SKk6","2",0
"5472","5","SKk6","2",0
"5473","6","SKk6","2",0
"5474","7","SKk6","2",0
"5475","1","SKk7","2",0
"5476","2","SKk7","2",0
"5477","3","SKk7","2",0
"5478","4","SKk7","2",0
"5479","5","SKk7","2",0
"5480","6","SKk7","2",0
"5481","7","SKk7","2",0
"5482","1","SKk8","2",0
"5483","2","SKk8","2",0
"5484","3","SKk8","2",0
"5485","4","SKk8","2",0
"5486","5","SKk8","2",0
"5487","6","SKk8","2",0
"5488","7","SKk8","2",0
"5489","1","SKk9","2",0
"5490","2","SKk9","2",0
"5491","3","SKk9","2",0
"5492","4","SKk9","2",0
"5493","5","SKk9","2",0
"5494","6","SKk9","2",0
"5495","7","SKk9","2",0
"5496","1","SKn1","2",0
"5497","2","SKn1","2",0
"5498","3","SKn1","2",0
"5499","4","SKn1","2",0
"5500","5","SKn1","2",0
"5501","6","SKn1","2",0
"5502","7","SKn1","2",0
"5503","1","SKn2","2",0
"5504","2","SKn2","2",0
"5505","3","SKn2","2",0
"5506","4","SKn2","2",0
"5507","5","SKn2","2",0
"5508","6","SKn2","2",0
"5509","7","SKn2","2",0
"5510","1","SKn3","2",0
"5511","2","SKn3","2",0
"5512","3","SKn3","2",0
"5513","4","SKn3","2",0
"5514","5","SKn3","2",0
"5515","6","SKn3","2",0
"5516","7","SKn3","2",0
"5517","1","SKn4","2",0
"5518","2","SKn4","2",0
"5519","3","SKn4","2",0
"5520","4","SKn4","2",0
"5521","5","SKn4","2",0
"5522","6","SKn4","2",0
"5523","7","SKn4","2",0
"5524","1","SKn5","2",0
"5525","2","SKn5","2",0
"5526","3","SKn5","2",0
"5527","4","SKn5","2",0
"5528","5","SKn5","2",0
"5529","6","SKn5","2",0
"5530","7","SKn5","2",0
"5531","1","SKn6","2",0
"5532","2","SKn6","2",0
"5533","3","SKn6","2",0
"5534","4","SKn6","2",0
"5535","5","SKn6","2",0
"5536","6","SKn6","2",0
"5537","7","SKn6","2",0
"5538","1","SKn7","2",0
"5539","2","SKn7","2",0
"5540","3","SKn7","2",0
"5541","4","SKn7","2",0
"5542","5","SKn7","2",0
"5543","6","SKn7","2",0
"5544","7","SKn7","2",0
"5545","1","SKr1","2",0
"5546","2","SKr1","2",0
"5547","3","SKr1","2",0
"5548","4","SKr1","2",0
"5549","5","SKr1","2",0
"5550","6","SKr1","2",0
"5551","7","SKr1","2",0
"5552","1","SKr10","2",0
"5553","2","SKr10","2",0
"5554","3","SKr10","2",0
"5555","4","SKr10","2",0
"5556","5","SKr10","2",0
"5557","6","SKr10","2",0
"5558","7","SKr10","2",0
"5559","1","SKr11","2",0
"5560","2","SKr11","2",0
"5561","3","SKr11","2",0
"5562","4","SKr11","2",0
"5563","5","SKr11","2",0
"5564","6","SKr11","2",0
"5565","7","SKr11","2",0
"5566","1","SKr12","2",0
"5567","2","SKr12","2",0
"5568","3","SKr12","2",0
"5569","4","SKr12","2",0
"5570","5","SKr12","2",0
"5571","6","SKr12","2",0
"5572","7","SKr12","2",0
"5573","1","SKr13","2",0
"5574","2","SKr13","2",0
"5575","3","SKr13","2",0
"5576","4","SKr13","2",0
"5577","5","SKr13","2",0
"5578","6","SKr13","2",0
"5579","7","SKr13","2",0
"5580","1","SKr14","2",0
"5581","2","SKr14","2",0
"5582","3","SKr14","2",0
"5583","4","SKr14","2",0
"5584","5","SKr14","2",0
"5585","6","SKr14","2",0
"5586","7","SKr14","2",0
"5587","1","SKr15","2",0
"5588","2","SKr15","2",0
"5589","3","SKr15","2",0
"5590","4","SKr15","2",0
"5591","5","SKr15","2",0
"5592","6","SKr15","2",0
"5593","7","SKr15","2",0
"5594","1","SKr16","2",0
"5595","2","SKr16","2",0
"5596","3","SKr16","2",0
"5597","4","SKr16","2",0
"5598","5","SKr16","2",0
"5599","6","SKr16","2",0
"5600","7","SKr16","2",0
"5601","1","SKr17","2",0
"5602","2","SKr17","2",0
"5603","3","SKr17","2",0
"5604","4","SKr17","2",0
"5605","5","SKr17","2",0
"5606","6","SKr17","2",0
"5607","7","SKr17","2",0
"5608","1","SKr18","2",0
"5609","2","SKr18","2",0
"5610","3","SKr18","2",0
"5611","4","SKr18","2",0
"5612","5","SKr18","2",0
"5613","6","SKr18","2",0
"5614","7","SKr18","2",0
"5615","1","SKr19","2",0
"5616","2","SKr19","2",0
"5617","3","SKr19","2",0
"5618","4","SKr19","2",0
"5619","5","SKr19","2",0
"5620","6","SKr19","2",0
"5621","7","SKr19","2",0
"5622","1","SKr2","2",0
"5623","2","SKr2","2",0
"5624","3","SKr2","2",0
"5625","4","SKr2","2",0
"5626","5","SKr2","2",0
"5627","6","SKr2","2",0
"5628","7","SKr2","2",0
"5629","1","SKr3","2",0
"5630","2","SKr3","2",0
"5631","3","SKr3","2",0
"5632","4","SKr3","2",0
"5633","5","SKr3","2",0
"5634","6","SKr3","2",0
"5635","7","SKr3","2",0
"5636","1","SKr4","2",0
"5637","2","SKr4","2",0
"5638","3","SKr4","2",0
"5639","4","SKr4","2",0
"5640","5","SKr4","2",0
"5641","6","SKr4","2",0
"5642","7","SKr4","2",0
"5643","1","SKr5","2",0
"5644","2","SKr5","2",0
"5645","3","SKr5","2",0
"5646","4","SKr5","2",0
"5647","5","SKr5","2",0
"5648","6","SKr5","2",0
"5649","7","SKr5","2",0
"5650","1","SKr6","2",0
"5651","2","SKr6","2",0
"5652","3","SKr6","2",0
"5653","4","SKr6","2",0
"5654","5","SKr6","2",0
"5655","6","SKr6","2",0
"5656","7","SKr6","2",0
"5657","1","SKr7","2",0
"5658","2","SKr7","2",0
"5659","3","SKr7","2",0
"5660","4","SKr7","2",0
"5661","5","SKr7","2",0
"5662","6","SKr7","2",0
